"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Colin Kaepernick",27,"3",16,"289 for 478, 3,369 yards, 19 td, 10 int, & 104 rushes for 639 yards and 1 td","San Francisco 49ers / 2nd / 36th pick / 2011"
"3","RB","Frank Gore",31,"9",16,"255 rushes for 1,106 yards, 4 td, & 11 catches for 111 yards and 1 td","San Francisco 49ers / 3rd / 65th pick / 2005"
"4","FB","Bruce Miller",27,"3",8,"6 rushes for 9 yards, 0 td, & 18 catches for 189 yards and 2 td","San Francisco 49ers / 7th / 211th pick / 2011"
"5","WR","Anquan Boldin",34,"11",16,"83 catches for 1,062 yards, 5 td, & 1 rush for 4 yards and 0 td","Arizona Cardinals / 2nd / 54th pick / 2003"
"6","WR","Michael Crabtree",27,"5",16,"68 catches for 698 yards, 4 td, & 1 rush for 4 yards and 0 td","San Francisco 49ers / 1st / 10th pick / 2009"
"7","TE","Vernon Davis",30,"8",14,"26 catches for 245 yards, 2 td, & 1 rush for 4 yards and 0 td","San Francisco 49ers / 1st / 6th pick / 2006"
"8","LT","Joe Staley*",30,"7",16,"","San Francisco 49ers / 1st / 28th pick / 2007"
"9","LG","Mike Iupati*",27,"4",15,"","San Francisco 49ers / 1st / 17th pick / 2010"
"10","C","Marcus Martin",21,"Rook",8,"","San Francisco 49ers / 3rd / 70th pick / 2014"
"11","RG","Alex Boone",27,"4",14,"",""
"12","RT","Jonathan Martin",25,"2",9,"","Miami Dolphins / 2nd / 42nd pick / 2012"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDT","Ray McDonald",30,"7",14,"3.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 3rd / 97th pick / 2007"
"15","NT","Ian Williams",25,"3",9,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"16","RDT","Justin Smith",35,"13",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 1st / 4th pick / 2001"
"17","LB","Chris Borland",24,"Rook",8,"","San Francisco 49ers / 3rd / 77th pick / 2014"
"18","LB","Ahmad Brooks",30,"8",13,"","Cincinnati Bengals / 3rd / 2006 Supp"
"19","LB","Dan Skuta",28,"5",10,"",""
"20","LB","Michael Wilhoite",28,"3",16,"",""
"21","LCB","Perrish Cox",27,"4",14,"0.0 sacks, 5 interceptions, 2 fumbles recovered","Denver Broncos / 5th / 137th pick / 2010"
"22","RCB","Chris Culliver",26,"3",14,"0.0 sacks, 4 interceptions, 1 fumble recovered","San Francisco 49ers / 3rd / 80th pick / 2011"
"23","SS","Antoine Bethea*",30,"8",16,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Indianapolis Colts / 6th / 207th pick / 2006"
"24","FS","Eric Reid",23,"1",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","San Francisco 49ers / 1st / 18th pick / 2013"
