"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kurt Warner",36,"9",11,"281 for 451, 3,417 yards, 27 td, 17 int, & 17 rushes for 15 yards and 1 td",""
"3","RB","Edgerrin James",29,"8",16,"324 rushes for 1,222 yards, 7 td, & 24 catches for 204 yards and 0 td","Indianapolis Colts / 1st / 4th pick / 1999"
"4","FB","Terrelle Smith",29,"7",10,"1 rush for 3 yards, 0 td, & 7 catches for 59 yards and 0 td","New Orleans Saints / 4th / 96th pick / 2000"
"5","WR","Anquan Boldin",27,"4",11,"71 catches for 853 yards, 9 td, & 1 rush for 14 yards and 0 td","Arizona Cardinals / 2nd / 54th pick / 2003"
"6","WR","Larry Fitzgerald*",24,"3",15,"100 catches for 1,409 yards, 10 td","Arizona Cardinals / 1st / 3rd pick / 2004"
"7","TE","Leonard Pope",24,"1",11,"23 catches for 238 yards, 5 td","Arizona Cardinals / 3rd / 72nd pick / 2006"
"8","LT","Mike Gandy",28,"5",16,"1 fumble recovered","Chicago Bears / 3rd / 68th pick / 2001"
"9","LG","Reggie Wells",27,"4",16,"1 fumble recovered","Arizona Cardinals / 6th / 177th pick / 2003"
"10","C","Al Johnson",28,"3",14,"1 fumble recovered","Dallas Cowboys / 2nd / 38th pick / 2003"
"11","RG","Deuce Lutui",24,"1",15,"","Arizona Cardinals / 2nd / 41st pick / 2006"
"12","RT","Levi Brown",23,"Rook",11,"","Arizona Cardinals / 1st / 5th pick / 2007"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Bertrand Berry",32,"10",9,"","Indianapolis Colts / 3rd / 86th pick / 1997"
"15","DE","Antonio Smith",26,"3",13,"","Arizona Cardinals / 5th / 135th pick / 2004"
"16","DT","Darnell Dockett*",26,"3",16,"","Arizona Cardinals / 3rd / 64th pick / 2004"
"17","NT","Gabe Watson",24,"1",16,"","Arizona Cardinals / 4th / 107th pick / 2006"
"18","MLB","Gerald Hayes",27,"4",16,"4.0 sacks, 1 interception, 0 fumbles recovered","Arizona Cardinals / 3rd / 70th pick / 2003"
"19","LB","Karlos Dansby",26,"3",14,"","Arizona Cardinals / 2nd / 33rd pick / 2004"
"20","LB","Calvin Pace",27,"4",16,"","Arizona Cardinals / 1st / 18th pick / 2003"
"21","LCB","Roderick Hood",26,"4",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",""
"22","RCB","Eric Green",25,"2",11,"","Arizona Cardinals / 3rd / 75th pick / 2005"
"23","SS","Adrian Wilson",28,"6",9,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Arizona Cardinals / 3rd / 64th pick / 2001"
"24","FS","Terrence Holt",27,"4",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 5th / 137th pick / 2003"
