"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Drew Brees",28,6,16,"440 for 652, 4,423 yards, 28 td, 18 int, & 23 rushes for 52 yards and 1 td","San Diego Chargers / 2nd / 32nd pick / 2001"
"3","RB","Reggie Bush",22,1,10,"157 rushes for 581 yards, 4 td, & 73 catches for 417 yards and 2 td","New Orleans Saints / 1st / 2nd pick / 2006"
"4","FB","Mike Karney",26,3,9,"11 rushes for 17 yards, 2 td, & 13 catches for 78 yards and 0 td","New Orleans Saints / 5th / 156th pick / 2004"
"5","WR","Marques Colston",24,1,14,"98 catches for 1,202 yards, 11 td","New Orleans Saints / 7th / 252nd pick / 2006"
"6","WR","Devery Henderson",25,3,9,"20 catches for 409 yards, 3 td, & 2 rushes for 20 yards and 0 td","New Orleans Saints / 2nd / 50th pick / 2004"
"7","TE","Eric Johnson",28,6,12,"48 catches for 378 yards, 2 td","San Francisco 49ers / 7th / 224th pick / 2001"
"8","LT","Jammal Brown",26,2,15,"","New Orleans Saints / 1st / 13th pick / 2005"
"9","LG","Jamar Nesbit",31,8,16,"1 fumble recovered",""
"10","C","Jeff Faine",26,4,14,"","Cleveland Browns / 1st / 21st pick / 2003"
"11","RG","Jahri Evans",24,1,16,"1 fumble recovered","New Orleans Saints / 4th / 108th pick / 2006"
"12","RT","Jon Stinchcomb",28,4,16,"1 fumble recovered","New Orleans Saints / 2nd / 37th pick / 2003"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Charles Grant",29,5,14,"","New Orleans Saints / 1st / 25th pick / 2002"
"15","DE","Will Smith",26,3,16,"","New Orleans Saints / 1st / 18th pick / 2004"
"16","DT","Brian Young",30,7,8,"","St. Louis Rams / 5th / 139th pick / 2000"
"17","NT","Hollis Thomas",33,11,14,"3.0 sacks, 0 interceptions, 0 fumbles recovered",""
"18","MLB","Mark Simoneau",30,7,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 3rd / 67th pick / 2000"
"19","LB","Scott Fujita",28,5,15,"","Kansas City Chiefs / 5th / 143rd pick / 2002"
"20","LB","Scott Shanle",28,4,14,"","St. Louis Rams / 7th / 251st pick / 2003"
"21","LCB","Mike McKenzie",31,8,15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Green Bay Packers / 3rd / 87th pick / 1999"
"22","RCB","Jason David",25,3,12,"0.0 sacks, 3 interceptions, 1 fumble recovered","Indianapolis Colts / 4th / 125th pick / 2004"
"23","SS","Roman Harper",25,1,16,"4.0 sacks, 3 interceptions, 0 fumbles recovered","New Orleans Saints / 2nd / 43rd pick / 2006"
"24","FS","Josh Bullocks",24,2,14,"1.0 sacks, 2 interceptions, 0 fumbles recovered","New Orleans Saints / 2nd / 40th pick / 2005"
