"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jake Delhomme",31,"7",13,"263 for 431, 2,805 yards, 17 td, 11 int, & 18 rushes for 12 yards and 0 td",""
"3","RB","DeShaun Foster",26,"3",14,"227 rushes for 897 yards, 3 td, & 32 catches for 159 yards and 0 td","Carolina Panthers / 2nd / 34th pick / 2002"
"4","FB","Brad Hoover",30,"6",12,"22 rushes for 73 yards, 1 td, & 20 catches for 122 yards and 0 td",""
"5","WR","Keyshawn Johnson",34,"10",16,"70 catches for 815 yards, 4 td, & 1 rush for 4 yards and 1 td","New York Jets / 1st / 1st pick / 1996"
"6","WR","Steve Smith*",27,"5",14,"83 catches for 1,166 yards, 8 td, & 8 rushes for 61 yards and 1 td","Carolina Panthers / 3rd / 74th pick / 2001"
"7","TE","Michael Gaines",26,"2",9,"15 catches for 146 yards, 0 td","Carolina Panthers / 7th / 232nd pick / 2004"
"8","LT","Jordan Gross",26,"3",16,"1 fumble recovered","Carolina Panthers / 1st / 8th pick / 2003"
"9","LG","Mike Wahle",29,"8",13,"","Green Bay Packers / 2nd / 1st pick / 1998 Supp"
"10","C","Geoff Hangartner",24,"1",15,"","Carolina Panthers / 5th / 169th pick / 2005"
"11","RG","Evan Mathis",25,"1",15,"","Carolina Panthers / 3rd / 79th pick / 2005"
"12","RT","Jeremy Bridges",26,"2",14,"","Philadelphia Eagles / 6th / 185th pick / 2003"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Julius Peppers*+",26,"4",16,"","Carolina Panthers / 1st / 2nd pick / 2002"
"15","DE","Mike Rucker",31,"7",14,"","Carolina Panthers / 2nd / 38th pick / 1999"
"16","LDT","Ma'ake Kemoeatu",27,"4",13,"",""
"17","RDT","Kris Jenkins*",27,"5",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Carolina Panthers / 2nd / 44th pick / 2001"
"18","MLB","Chris Draft",30,"8",16,"5.5 sacks, 0 interceptions, 2 fumbles recovered","Chicago Bears / 6th / 157th pick / 1998"
"19","LB","Thomas Davis",23,"1",14,"","Carolina Panthers / 1st / 14th pick / 2005"
"20","LB","Na'il Diggs",28,"6",10,"","Green Bay Packers / 4th / 98th pick / 2000"
"21","LCB","Chris Gamble",23,"2",13,"1.0 sacks, 3 interceptions, 1 fumble recovered","Carolina Panthers / 1st / 28th pick / 2004"
"22","RCB","Ken Lucas",27,"5",12,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Seattle Seahawks / 2nd / 40th pick / 2001"
"23","RCB","Richard Marshall",22,"Rook",8,"1.0 sacks, 3 interceptions, 4 fumbles recovered","Carolina Panthers / 2nd / 58th pick / 2006"
"24","SS","Shaun Williams",30,"8",12,"0.0 sacks, 2 interceptions, 0 fumbles recovered","New York Giants / 1st / 24th pick / 1998"
"25","FS","Mike Minter",32,"9",16,"0.0 sacks, 1 interception, 1 fumble recovered","Carolina Panthers / 2nd / 56th pick / 1997"
