"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Philip Rivers",26,3,16,"277 for 460, 3,152 yards, 21 td, 15 int, & 29 rushes for 33 yards and 1 td","New York Giants / 1st / 4th pick / 2004"
"3","RB","LaDainian Tomlinson*+",28,6,16,"315 rushes for 1,474 yards, 15 td, & 60 catches for 475 yards and 3 td","San Diego Chargers / 1st / 5th pick / 2001"
"4","FB","Lorenzo Neal*+",37,14,8,"13 rushes for 32 yards, 0 td, & 8 catches for 23 yards and 1 td","New Orleans Saints / 4th / 89th pick / 1993"
"5","WR","Vincent Jackson",24,2,16,"41 catches for 623 yards, 3 td","San Diego Chargers / 2nd / 61st pick / 2005"
"6","TE","Antonio Gates*",27,4,16,"75 catches for 984 yards, 9 td",""
"7","TE","Brandon Manumaleuna",27,6,12,"10 catches for 86 yards, 1 td","St. Louis Rams / 4th / 129th pick / 2001"
"8","LT","Marcus McNeill*",24,1,16,"","San Diego Chargers / 2nd / 50th pick / 2006"
"9","LG","Kris Dielman*",26,4,16,"1 fumble recovered",""
"10","C","Nick Hardwick",26,3,12,"","San Diego Chargers / 3rd / 66th pick / 2004"
"11","RG","Mike Goff",31,9,16,"1 fumble recovered","Cincinnati Bengals / 3rd / 78th pick / 1998"
"12","RT","Shane Olivea",26,3,10,"","San Diego Chargers / 7th / 209th pick / 2004"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Luis Castillo",24,2,9,"","San Diego Chargers / 1st / 28th pick / 2005"
"15","DE","Igor Olshansky",25,3,16,"","San Diego Chargers / 2nd / 35th pick / 2004"
"16","DT","Jamal Williams*",31,9,13,"","San Diego Chargers / 2nd / 2nd pick / 1998 Supp"
"17","LB","Stephen Cooper",28,4,16,"",""
"18","LB","Shawne Merriman*",23,2,15,"","San Diego Chargers / 1st / 12th pick / 2005"
"19","LB","Shaun Phillips",26,3,15,"","San Diego Chargers / 4th / 98th pick / 2004"
"20","LB","Matt Wilhelm",26,4,14,"","San Diego Chargers / 4th / 112th pick / 2003"
"21","LCB","Quentin Jammer",28,5,14,"0.0 sacks, 1 interception, 2 fumbles recovered","San Diego Chargers / 1st / 5th pick / 2002"
"22","RCB","Drayton Florence",27,4,10,"0.0 sacks, 2 interceptions, 1 fumble recovered","San Diego Chargers / 2nd / 46th pick / 2003"
"23","SS","Clinton Hart",30,4,16,"1.0 sacks, 5 interceptions, 1 fumble recovered",""
"24","FS","Marlon McCree",30,6,16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Jacksonville Jaguars / 7th / 233rd pick / 2001"
