"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Grogan",23,"1",14,"145 for 302, 1,903 yards, 18 td, 20 int, & 60 rushes for 397 yards and 12 td","New England Patriots / 5th / 116th pick / 1975"
"3","RB","Andy Johnson",24,"2",13,"169 rushes for 699 yards, 6 td, & 29 catches for 343 yards and 4 td","New England Patriots / 5th / 112th pick / 1974"
"4","FB","Sam Cunningham",26,"3",11,"172 rushes for 824 yards, 3 td, & 27 catches for 299 yards and 0 td","New England Patriots / 1st / 11th pick / 1973"
"5","WR","Darryl Stingley",25,"3",13,"17 catches for 370 yards, 4 td, & 8 rushes for 45 yards and 0 td","New England Patriots / 1st / 19th pick / 1973"
"6","WR","Randy Vataha",28,"5",8,"11 catches for 192 yards, 1 td","Los Angeles Rams / 17th / 418th pick / 1971"
"7","TE","Russ Francis*",23,"1",12,"26 catches for 367 yards, 3 td, & 2 rushes for 12 yards and 0 td","New England Patriots / 1st / 16th pick / 1975"
"8","LT","Leon Gray*",25,"3",14,"1 fumble recovered","Miami Dolphins / 3rd / 78th pick / 1973"
"9","LG","John Hannah*+",25,"3",14,"","New England Patriots / 1st / 4th pick / 1973"
"10","C","Bill Lenkaitis",30,"8",14,"","San Diego Chargers / 2nd / 43rd pick / 1968"
"11","RG","Sam Adams",28,"4",14,"",""
"12","RT","Bob McKay",29,"6",14,"","Cleveland Browns / 1st / 21st pick / 1970"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Tony McGee",27,"5",13,"","Chicago Bears / 3rd / 64th pick / 1971"
"15","NT","Ray Hamilton",25,"3",14,"0 interceptions, 2 fumbles recovered","New England Patriots / 14th / 342nd pick / 1973"
"16","RDE","Julius Adams",28,"5",14,"","New England Patriots / 2nd / 27th pick / 1971"
"17","LOLB","Steve Zabel",28,"6",14,"0 interceptions, 3 fumbles recovered","Philadelphia Eagles / 1st / 6th pick / 1970"
"18","LILB","Steve Nelson",25,"2",10,"2 interceptions, 3 fumbles recovered","New England Patriots / 2nd / 34th pick / 1974"
"19","RILB","Sam Hunt",25,"2",12,"2 interceptions, 2 fumbles recovered","New England Patriots / 15th / 374th pick / 1974"
"20","ROLB","Steve King",25,"3",7,"",""
"21","LCB","Bob Howard",32,"9",14,"3 interceptions, 0 fumbles recovered","San Diego Chargers / 2nd / 48th pick / 1967"
"22","RCB","Mike Haynes*",23,"Rook",14,"8 interceptions, 3 fumbles recovered","New England Patriots / 1st / 5th pick / 1976"
"23","SS","Prentice McCray",25,"2",14,"5 interceptions, 2 fumbles recovered","Detroit Lions / 8th / 200th pick / 1973"
"24","FS","Tim Fox",23,"Rook",13,"3 interceptions, 4 fumbles recovered","New England Patriots / 1st / 21st pick / 1976"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Smith",27,"2",0,"15 of 25 field goals & 42 of 46 extra points",""
"27","P","Mike Patrick",24,"1",0,"67 punts for a 40.1 average, 0 blocked",""
"28","PR","Mike Haynes*",23,"Rook",14,"45 punt returns for a 13.5 average and 2 td","New England Patriots / 1st / 5th pick / 1976"
"29","KR","Jess Phillips",29,"8",0,"14 kick returns for a 28.4 average and 0 td","Cincinnati Bengals / 4th / 84th pick / 1968"
