"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Philip Rivers*",25,"2",16,"284 for 460, 3,388 yards, 22 td, 9 int, & 48 rushes for 49 yards and 0 td","New York Giants / 1st / 4th pick / 2004"
"3","RB","LaDainian Tomlinson*+",27,"5",16,"348 rushes for 1,815 yards, 28 td, & 56 catches for 508 yards and 3 td","San Diego Chargers / 1st / 5th pick / 2001"
"4","FB","Lorenzo Neal*+",36,"13",11,"29 rushes for 140 yards, 1 td, & 17 catches for 83 yards and 0 td","New Orleans Saints / 4th / 89th pick / 1993"
"5","WR","Keenan McCardell",36,"14",11,"36 catches for 437 yards, 0 td, & 1 rush for 8 yards and 0 td","Washington Redskins / 12th / 326th pick / 1991"
"6","WR","Eric Parker",27,"4",12,"48 catches for 659 yards, 0 td, & 2 rushes for 19 yards and 0 td",""
"7","TE","Antonio Gates*+",26,"3",16,"71 catches for 924 yards, 9 td",""
"8","LT","Marcus McNeill*",23,"Rook",16,"1 fumble recovered","San Diego Chargers / 2nd / 50th pick / 2006"
"9","LG","Kris Dielman",25,"3",15,"",""
"10","C","Nick Hardwick*",25,"2",16,"","San Diego Chargers / 3rd / 66th pick / 2004"
"11","RG","Mike Goff",30,"8",16,"1 fumble recovered","Cincinnati Bengals / 3rd / 78th pick / 1998"
"12","RT","Shane Olivea",25,"2",16,"","San Diego Chargers / 7th / 209th pick / 2004"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Luis Castillo",23,"1",9,"","San Diego Chargers / 1st / 28th pick / 2005"
"15","DE","Jacques Cesaire",26,"3",10,"",""
"16","DE","Igor Olshansky",24,"2",13,"","San Diego Chargers / 2nd / 35th pick / 2004"
"17","DT","Jamal Williams*+",30,"8",16,"","San Diego Chargers / 2nd / 2nd pick / 1998 Supp"
"18","LB","Donnie Edwards",33,"10",16,"","Kansas City Chiefs / 4th / 98th pick / 1996"
"19","LB","Randall Godfrey",33,"10",13,"","Dallas Cowboys / 2nd / 49th pick / 1996"
"20","LB","Shaun Phillips",25,"2",14,"","San Diego Chargers / 4th / 98th pick / 2004"
"21","LCB","Quentin Jammer",27,"4",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","San Diego Chargers / 1st / 5th pick / 2002"
"22","RCB","Drayton Florence",26,"3",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","San Diego Chargers / 2nd / 46th pick / 2003"
"23","SS","Terrence Kiel",26,"3",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","San Diego Chargers / 2nd / 62nd pick / 2003"
"24","FS","Marlon McCree",29,"5",14,"1.0 sacks, 1 interception, 1 fumble recovered","Jacksonville Jaguars / 7th / 233rd pick / 2001"
