"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Joey Harrington",28,4,11,"223 for 388, 2,236 yards, 12 td, 15 int, & 19 rushes for 24 yards and 0 td","Detroit Lions / 1st / 3rd pick / 2002"
"3","RB","Ronnie Brown",25,1,12,"241 rushes for 1,008 yards, 5 td, & 33 catches for 276 yards and 0 td","Miami Dolphins / 1st / 2nd pick / 2005"
"4","WR","Marty Booker",30,7,13,"55 catches for 747 yards, 6 td, & 3 rushes for 19 yards and 0 td","Chicago Bears / 3rd / 78th pick / 1999"
"5","WR","Chris Chambers",28,5,16,"59 catches for 677 yards, 4 td, & 8 rushes for 95 yards and 0 td","Miami Dolphins / 2nd / 52nd pick / 2001"
"6","TE","Randy McMichael",27,4,16,"62 catches for 640 yards, 3 td","Miami Dolphins / 4th / 114th pick / 2002"
"7","TE","Justin Peelle",27,4,10,"16 catches for 116 yards, 1 td","San Diego Chargers / 4th / 103rd pick / 2002"
"8","LT","Damion McIntosh",29,6,13,"","San Diego Chargers / 3rd / 83rd pick / 2000"
"9","LG","Jeno James",29,6,9,"","Carolina Panthers / 6th / 182nd pick / 2000"
"10","C","Rex Hadnot",24,2,16,"","Miami Dolphins / 6th / 174th pick / 2004"
"11","RG","L.J. Shelton",30,7,16,"","Arizona Cardinals / 1st / 21st pick / 1999"
"12","RT","Vernon Carey",25,2,16,"3 fumbles recovered","Miami Dolphins / 1st / 19th pick / 2004"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Kevin Carter",33,11,16,"","St. Louis Rams / 1st / 6th pick / 1995"
"15","DE","Jason Taylor*+",32,9,16,"","Miami Dolphins / 3rd / 73rd pick / 1997"
"16","DT","Vonnie Holliday",31,8,16,"","Green Bay Packers / 1st / 19th pick / 1998"
"17","NT","Keith Traylor",37,15,14,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Denver Broncos / 3rd / 61st pick / 1991"
"18","MLB","Zach Thomas*+",33,10,16,"3.0 sacks, 1 interception, 0 fumbles recovered","Miami Dolphins / 5th / 154th pick / 1996"
"19","LB","Channing Crowder",23,1,14,"","Miami Dolphins / 3rd / 70th pick / 2005"
"20","LB","Donnie Spragan",30,4,9,"",""
"21","LCB","Will Allen",28,5,15,"1.0 sacks, 1 interception, 3 fumbles recovered","New York Giants / 1st / 22nd pick / 2001"
"22","RCB","Andre' Goodman",28,4,14,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Detroit Lions / 3rd / 68th pick / 2002"
"23","SS","Yeremiah Bell",28,2,11,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Miami Dolphins / 6th / 213th pick / 2003"
"24","FS","Renaldo Hill",28,5,16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Arizona Cardinals / 7th / 202nd pick / 2001"
