"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","EJ Manuel",23,"Rook",10,"180 for 306, 1,972 yards, 11 td, 9 int, & 53 rushes for 186 yards and 2 td","Buffalo Bills / 1st / 16th pick / 2013"
"3","RB","C.J. Spiller",26,"3",10,"202 rushes for 933 yards, 2 td, & 33 catches for 185 yards and 0 td","Buffalo Bills / 1st / 9th pick / 2010"
"4","FB","Frank Summers",28,"4",9,"12 rushes for 46 yards, 1 td, & 7 catches for 79 yards and 1 td","Pittsburgh Steelers / 5th / 169th pick / 2009"
"5","WR","Steve Johnson",27,"5",12,"52 catches for 597 yards, 3 td, & 1 rush for 10 yards and 0 td","Buffalo Bills / 7th / 224th pick / 2008"
"6","WR","Robert Woods",21,"Rook",14,"40 catches for 587 yards, 3 td, & 2 rushes for 16 yards and 0 td","Buffalo Bills / 2nd / 41st pick / 2013"
"7","TE","Lee Smith",26,"2",14,"5 catches for 78 yards, 0 td","New England Patriots / 5th / 159th pick / 2011"
"8","LT","Cordy Glenn",24,"1",16,"","Buffalo Bills / 2nd / 41st pick / 2012"
"9","LG","Doug Legursky",27,"4",11,"1 fumble recovered",""
"10","C","Eric Wood",27,"4",16,"","Buffalo Bills / 1st / 28th pick / 2009"
"11","RG","Kraig Urbik",28,"4",16,"1 fumble recovered","Pittsburgh Steelers / 3rd / 79th pick / 2009"
"12","RT","Erik Pears",31,"7",16,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Alan Branch",29,"6",13,"","Arizona Cardinals / 2nd / 33rd pick / 2007"
"15","DE","Mario Williams*",28,"7",16,"","Houston Texans / 1st / 1st pick / 2006"
"16","DT","Marcell Dareus*",23,"2",14,"","Buffalo Bills / 1st / 3rd pick / 2011"
"17","DT","Kyle Williams*",30,"7",16,"","Buffalo Bills / 5th / 134th pick / 2006"
"18","MLB","Kiko Alonso",23,"Rook",16,"2.0 sacks, 4 interceptions, 2 fumbles recovered","Buffalo Bills / 2nd / 46th pick / 2013"
"19","LB","Manny Lawson",29,"7",15,"","San Francisco 49ers / 1st / 22nd pick / 2006"
"20","LB","Arthur Moats",25,"3",12,"","Buffalo Bills / 6th / 178th pick / 2010"
"21","LCB","Leodis McKelvin",28,"5",13,"0.0 sacks, 1 interception, 4 fumbles recovered","Buffalo Bills / 1st / 11th pick / 2008"
"22","RCB","Stephon Gilmore",23,"1",9,"0.0 sacks, 2 interceptions, 1 fumble recovered","Buffalo Bills / 1st / 10th pick / 2012"
"23","SS","Aaron Williams",23,"2",14,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Buffalo Bills / 2nd / 34th pick / 2011"
"24","FS","Jairus Byrd*",27,"4",9,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Buffalo Bills / 2nd / 42nd pick / 2009"
