"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Matthew Stafford",27,"6",16,"398 for 592, 4,262 yards, 32 td, 13 int, & 44 rushes for 159 yards and 1 td","Detroit Lions / 1st / 1st pick / 2009"
"3","RB","Ameer Abdullah",22,"Rook",9,"143 rushes for 597 yards, 2 td, & 25 catches for 183 yards and 1 td","Detroit Lions / 2nd / 54th pick / 2015"
"4","WR","Calvin Johnson*",30,"8",16,"88 catches for 1,214 yards, 9 td","Detroit Lions / 1st / 2nd pick / 2007"
"5","WR","Lance Moore",32,"9",8,"29 catches for 337 yards, 4 td",""
"6","WR","Golden Tate",27,"5",16,"90 catches for 813 yards, 6 td, & 6 rushes for 41 yards and 0 td","Seattle Seahawks / 2nd / 60th pick / 2010"
"7","TE","Eric Ebron",22,"1",8,"47 catches for 537 yards, 5 td","Detroit Lions / 1st / 10th pick / 2014"
"8","TE","Brandon Pettigrew",30,"6",8,"7 catches for 67 yards, 1 td","Detroit Lions / 1st / 20th pick / 2009"
"9","LT","Riley Reiff",27,"3",16,"","Detroit Lions / 1st / 23rd pick / 2012"
"10","LG","Laken Tomlinson",23,"Rook",14,"","Detroit Lions / 1st / 28th pick / 2015"
"11","C","Travis Swanson",24,"1",14,"","Detroit Lions / 3rd / 76th pick / 2014"
"12","RG","Larry Warford",24,"2",13,"","Detroit Lions / 3rd / 65th pick / 2013"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Ezekiel Ansah*",26,"2",16,"","Detroit Lions / 1st / 5th pick / 2013"
"15","DE","Jason Jones",29,"7",15,"","Tennessee Titans / 2nd / 54th pick / 2008"
"16","DT","Haloti Ngata",31,"9",14,"","Baltimore Ravens / 1st / 12th pick / 2006"
"17","DT","Caraun Reid",24,"1",12,"","Detroit Lions / 5th / 158th pick / 2014"
"18","MLB","Stephen Tulloch",30,"9",15,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Tennessee Titans / 4th / 116th pick / 2006"
"19","LB","Josh Bynes",26,"4",11,"",""
"20","LB","Tahir Whitehead",25,"3",9,"","Detroit Lions / 5th / 138th pick / 2012"
"21","CB","Nevin Lawson",24,"1",9,"","Detroit Lions / 4th / 133rd pick / 2014"
"22","CB","Darius Slay",24,"2",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Detroit Lions / 2nd / 36th pick / 2013"
"23","SS","James Ihedigbo",32,"7",8,"1.0 sacks, 1 interception, 0 fumbles recovered",""
"24","FS","Glover Quin",29,"6",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Houston Texans / 4th / 112th pick / 2009"
