"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Cam Newton*",24,"2",16,"292 for 473, 3,379 yards, 24 td, 13 int, & 111 rushes for 585 yards and 6 td","Carolina Panthers / 1st / 1st pick / 2011"
"3","RB","DeAngelo Williams",30,"7",15,"201 rushes for 843 yards, 3 td, & 26 catches for 333 yards and 1 td","Carolina Panthers / 1st / 27th pick / 2006"
"4","FB","Mike Tolbert*+",28,"5",13,"101 rushes for 361 yards, 5 td, & 27 catches for 184 yards and 2 td",""
"5","WR","Brandon LaFell",27,"3",16,"49 catches for 627 yards, 5 td, & 2 rushes for 15 yards and 0 td","Carolina Panthers / 3rd / 78th pick / 2010"
"6","WR","Steve Smith",34,"12",15,"64 catches for 745 yards, 4 td","Carolina Panthers / 3rd / 74th pick / 2001"
"7","TE","Greg Olsen",28,"6",16,"73 catches for 816 yards, 6 td","Chicago Bears / 1st / 31st pick / 2007"
"8","LT","Jordan Gross*",33,"10",16,"","Carolina Panthers / 1st / 8th pick / 2003"
"9","LG","Travelle Wharton",32,"9",12,"","Carolina Panthers / 3rd / 94th pick / 2004"
"10","C","Ryan Kalil*+",28,"6",16,"","Carolina Panthers / 2nd / 59th pick / 2007"
"11","RG","Nate Chandler",24,"1",8,"",""
"12","RT","Byron Bell",24,"2",14,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Greg Hardy*",25,"3",13,"","Carolina Panthers / 6th / 175th pick / 2010"
"15","DE","Charles Johnson",27,"6",14,"","Carolina Panthers / 3rd / 83rd pick / 2007"
"16","LDT","Colin Cole",33,"9",13,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","RDT","Star Lotulelei",24,"Rook",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Carolina Panthers / 1st / 14th pick / 2013"
"18","MLB","Luke Kuechly*+",22,"1",16,"2.0 sacks, 4 interceptions, 0 fumbles recovered","Carolina Panthers / 1st / 9th pick / 2012"
"19","LB","Thomas Davis",30,"8",16,"","Carolina Panthers / 1st / 14th pick / 2005"
"20","LCB","Captain Munnerlyn",25,"4",16,"3.0 sacks, 2 interceptions, 1 fumble recovered","Carolina Panthers / 7th / 216th pick / 2009"
"21","RCB","Melvin White",23,"Rook",10,"0.0 sacks, 2 interceptions, 0 fumbles recovered",""
"22","SS","Quintin Mikell",33,"10",12,"3.0 sacks, 0 interceptions, 1 fumble recovered",""
"23","FS","Michael Mitchell",26,"4",14,"4.0 sacks, 4 interceptions, 0 fumbles recovered","Oakland Raiders / 2nd / 47th pick / 2009"
