"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Eli Manning*",31,8,16,"321 for 536, 3,948 yards, 26 td, 15 int, & 20 rushes for 30 yards and 0 td","San Diego Chargers / 1st / 1st pick / 2004"
"3","RB","Ahmad Bradshaw",26,5,12,"221 rushes for 1,015 yards, 6 td, & 23 catches for 245 yards and 0 td","New York Giants / 7th / 250th pick / 2007"
"4","FB","Henry Hynoski",24,1,11,"5 rushes for 20 yards, 0 td, & 11 catches for 50 yards and 1 td",""
"5","WR","Victor Cruz*",26,2,16,"86 catches for 1,092 yards, 10 td",""
"6","WR","Hakeem Nicks",24,3,11,"53 catches for 692 yards, 3 td","New York Giants / 1st / 29th pick / 2009"
"7","TE","Martellus Bennett",25,4,16,"55 catches for 626 yards, 5 td","Dallas Cowboys / 2nd / 61st pick / 2008"
"8","LT","Will Beatty",27,3,15,"","New York Giants / 2nd / 60th pick / 2009"
"9","LG","Kevin Boothe",29,6,16,"1 fumble recovered","Oakland Raiders / 6th / 176th pick / 2006"
"10","C","David Baas",31,7,16,"","San Francisco 49ers / 2nd / 33rd pick / 2005"
"11","RG","Chris Snee*",30,8,16,"","New York Giants / 2nd / 34th pick / 2004"
"12","RT","David Diehl",32,9,9,"","New York Giants / 5th / 160th pick / 2003"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Jason Pierre-Paul*",23,2,15,"","New York Giants / 1st / 15th pick / 2010"
"15","DE","Justin Tuck",29,7,14,"","New York Giants / 3rd / 74th pick / 2005"
"16","LDT","Linval Joseph",24,2,16,"4.0 sacks, 0 interceptions, 2 fumbles recovered","New York Giants / 2nd / 46th pick / 2010"
"17","MLB","Chase Blackburn",29,7,15,"3.0 sacks, 1 interception, 0 fumbles recovered",""
"18","LB","Michael Boley",30,7,11,"","Atlanta Falcons / 5th / 160th pick / 2005"
"19","LCB","Corey Webster",30,7,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New York Giants / 2nd / 43rd pick / 2005"
"20","RCB","Prince Amukamara",23,1,11,"0.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 1st / 19th pick / 2011"
"21","SS","Stevie Brown",25,2,11,"0.0 sacks, 8 interceptions, 2 fumbles recovered","Oakland Raiders / 7th / 251st pick / 2010"
"22","FS","Antrel Rolle",30,7,16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Arizona Cardinals / 1st / 8th pick / 2005"
