"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Shaun Hill",30,"5",10,"257 for 416, 2,686 yards, 16 td, 12 int, & 22 rushes for 123 yards and 0 td",""
"3","RB","Jahvid Best",21,"Rook",9,"171 rushes for 555 yards, 4 td, & 58 catches for 487 yards and 2 td","Detroit Lions / 1st / 30th pick / 2010"
"4","WR","Nate Burleson",29,"7",14,"55 catches for 625 yards, 6 td, & 7 rushes for 81 yards and 0 td","Minnesota Vikings / 3rd / 71st pick / 2003"
"5","WR","Calvin Johnson*",25,"3",15,"77 catches for 1,120 yards, 12 td, & 4 rushes for 32 yards and 0 td","Detroit Lions / 1st / 2nd pick / 2007"
"6","TE","Brandon Pettigrew",25,"1",16,"71 catches for 722 yards, 4 td","Detroit Lions / 1st / 20th pick / 2009"
"7","LT","Jeff Backus",33,"9",16,"1 fumble recovered","Detroit Lions / 1st / 18th pick / 2001"
"8","LG","Rob Sims",27,"4",16,"","Seattle Seahawks / 4th / 128th pick / 2006"
"9","C","Dominic Raiola",32,"9",16,"1 fumble recovered","Detroit Lions / 2nd / 50th pick / 2001"
"10","RG","Stephen Peterman",28,"5",16,"","Dallas Cowboys / 3rd / 83rd pick / 2004"
"11","RT","Gosder Cherilus",26,"2",12,"","Detroit Lions / 1st / 17th pick / 2008"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Cliff Avril",24,"2",13,"","Detroit Lions / 3rd / 92nd pick / 2008"
"14","DE","Turk McBride",25,"3",8,"","Kansas City Chiefs / 2nd / 54th pick / 2007"
"15","DE","Kyle Vanden Bosch",32,"9",11,"","Arizona Cardinals / 2nd / 34th pick / 2001"
"16","DT","Ndamukong Suh*+",23,"Rook",16,"","Detroit Lions / 1st / 2nd pick / 2010"
"17","DT","Corey Williams",30,"6",16,"","Green Bay Packers / 6th / 179th pick / 2004"
"18","MLB","DeAndre Levy",23,"1",11,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Detroit Lions / 3rd / 76th pick / 2009"
"19","LB","Julian Peterson",32,"10",14,"","San Francisco 49ers / 1st / 16th pick / 2000"
"20","LCB","Chris Houston",26,"3",15,"0.0 sacks, 1 interception, 0 fumbles recovered","Atlanta Falcons / 2nd / 41st pick / 2007"
"21","RCB","Alphonso Smith",25,"1",10,"0.0 sacks, 5 interceptions, 1 fumble recovered","Denver Broncos / 2nd / 37th pick / 2009"
"22","SS","Amari Spievey",22,"Rook",9,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Detroit Lions / 3rd / 66th pick / 2010"
"23","FS","Louis Delmas",23,"1",15,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Detroit Lions / 2nd / 33rd pick / 2009"
