"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Marc Bulger*",29,"4",16,"370 for 588, 4,301 yards, 24 td, 8 int, & 18 rushes for 44 yards and 0 td","New Orleans Saints / 6th / 168th pick / 2000"
"3","RB","Steven Jackson*",23,"2",16,"346 rushes for 1,528 yards, 13 td, & 90 catches for 806 yards and 3 td","St. Louis Rams / 1st / 24th pick / 2004"
"4","FB","Madison Hedgecock",25,"1",9,"1 rush for 2 yards, 0 td, & 7 catches for 29 yards and 0 td","St. Louis Rams / 7th / 251st pick / 2005"
"5","WR","Isaac Bruce",34,"12",13,"74 catches for 1,098 yards, 3 td","Los Angeles Rams / 2nd / 33rd pick / 1994"
"6","WR","Torry Holt*",30,"7",16,"93 catches for 1,188 yards, 10 td","St. Louis Rams / 1st / 6th pick / 1999"
"7","TE","Joe Klopfenstein",23,"Rook",16,"20 catches for 226 yards, 1 td","St. Louis Rams / 2nd / 46th pick / 2006"
"8","LT","Orlando Pace",31,"9",8,"1 fumble recovered","St. Louis Rams / 1st / 1st pick / 1997"
"9","LG","Todd Steussie",36,"12",15,"","Minnesota Vikings / 1st / 19th pick / 1994"
"10","C","Richie Incognito",23,"Rook",16,"1 fumble recovered","St. Louis Rams / 3rd / 81st pick / 2005"
"11","RG","Adam Timmerman",35,"11",13,"","Green Bay Packers / 7th / 230th pick / 1995"
"12","RT","Alex Barron",24,"1",16,"1 fumble recovered","St. Louis Rams / 1st / 19th pick / 2005"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Victor Adeyanju",23,"Rook",9,"","St. Louis Rams / 4th / 113th pick / 2006"
"15","DE","Leonard Little",32,"8",16,"","St. Louis Rams / 3rd / 65th pick / 1998"
"16","DT","La'Roi Glover",32,"10",16,"","Oakland Raiders / 5th / 166th pick / 1996"
"17","NT","Jimmy Kennedy",27,"3",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","St. Louis Rams / 1st / 12th pick / 2003"
"18","MLB","Will Witherspoon",26,"4",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","Carolina Panthers / 3rd / 73rd pick / 2002"
"19","LB","Brandon Chillar",24,"2",14,"","St. Louis Rams / 4th / 130th pick / 2004"
"20","LB","Pisa Tinoisamoa",25,"3",11,"","St. Louis Rams / 2nd / 43rd pick / 2003"
"21","LCB","Travis Fisher",27,"4",9,"","St. Louis Rams / 2nd / 64th pick / 2002"
"22","RCB","Fakhir Brown",29,"7",14,"1.0 sacks, 3 interceptions, 0 fumbles recovered",""
"23","SS","Corey Chavous",30,"8",16,"1.0 sacks, 1 interception, 2 fumbles recovered","Arizona Cardinals / 2nd / 33rd pick / 1998"
"24","FS","O.J. Atogwe",25,"1",16,"1.0 sacks, 3 interceptions, 1 fumble recovered","St. Louis Rams / 3rd / 66th pick / 2005"
