"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Danny Kanell",25,2,10,"160 for 299, 1,603 yards, 11 td, 10 int, & 15 rushes for 36 yards and 0 td","New York Giants / 4th / 130th pick / 1996"
"3","RB","Gary Brown",29,7,11,"247 rushes for 1,063 yards, 5 td, & 13 catches for 36 yards and 0 td","Houston Oilers / 8th / 214th pick / 1991"
"4","FB","Charles Way",26,3,15,"113 rushes for 432 yards, 3 td, & 31 catches for 131 yards and 1 td","New York Giants / 6th / 206th pick / 1995"
"5","WR","Chris Calloway",30,8,16,"62 catches for 812 yards, 6 td","Pittsburgh Steelers / 4th / 97th pick / 1990"
"6","WR","Ike Hilliard",22,1,16,"51 catches for 715 yards, 2 td, & 1 rush for 4 yards and 0 td","New York Giants / 1st / 7th pick / 1997"
"7","TE","Howard Cross",31,9,16,"13 catches for 90 yards, 0 td","New York Giants / 6th / 158th pick / 1989"
"8","LT","Roman Oben",26,2,16,"","New York Giants / 3rd / 66th pick / 1996"
"9","LG","Greg Bishop",27,5,16,"","New York Giants / 4th / 93rd pick / 1993"
"10","C","Lance Scott",26,1,16,"1 fumble recovered","Arizona Cardinals / 5th / 165th pick / 1995"
"11","RG","Ron Stone",27,4,14,"","Dallas Cowboys / 4th / 96th pick / 1993"
"12","RT","Scott Gragg",26,3,16,"1 fumble recovered","New York Giants / 2nd / 54th pick / 1995"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","LDE","Michael Strahan*+",27,5,15,"15.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 2nd / 40th pick / 1993"
"15","LDT","Robert Harris",29,6,10,"3.5 sacks, 0 interceptions, 0 fumbles recovered","Minnesota Vikings / 2nd / 39th pick / 1992"
"16","RDT","Keith Hamilton",27,6,16,"7.0 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 4th / 99th pick / 1992"
"17","RDE","Chad Bratzke",27,4,16,"11.0 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 5th / 155th pick / 1994"
"18","LLB","Jessie Armstead*",28,5,16,"5.0 sacks, 2 interceptions, 0 fumbles recovered","New York Giants / 8th / 207th pick / 1993"
"19","MLB","Corey Widmer",30,6,15,"0.0 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 7th / 180th pick / 1992"
"20","RLB","Marcus Buckley",27,5,12,"1.5 sacks, 1 interception, 1 fumble recovered","New York Giants / 3rd / 66th pick / 1993"
"21","LCB","Phillippi Sparks",29,6,13,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New York Giants / 2nd / 41st pick / 1992"
"22","RCB","Conrad Hamilton",24,2,15,"1.0 sacks, 1 interception, 1 fumble recovered","New York Giants / 7th / 214th pick / 1996"
"23","SS","Sam Garnes",24,1,11,"0.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 5th / 136th pick / 1997"
"24","FS","Tito Wooten",27,4,13,"3.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 4th / 1st pick / 1994 Supp"
"25","","Special Teams Starters",NA,NA,NA,"",""
"26","K","Brad Daluiso",31,7,0,"21 of 27 field goals & 32 of 32 extra points",""
"27","P","Brad Maynard",24,1,0,"101 punts for a 45.2 average, 0 blocked","New York Giants / 3rd / 95th pick / 1997"
"28","PR","Amani Toomer",24,2,0,"35 punt returns for a 7.2 average and 0 td","New York Giants / 2nd / 34th pick / 1996"
"29","KR","David Patten",24,1,0,"43 kick returns for a 21.6 average and 1 td",""
