"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","RB","Travis Prentice",24,"Rook",11,"173 rushes for 512 yards, 7 td, & 37 catches for 191 yards and 1 td","Cleveland Browns / 3rd / 63rd pick / 2000"
"3","FB","Marc Edwards",26,"3",8,"2 rushes for 9 yards, 0 td, & 16 catches for 128 yards and 2 td","San Francisco 49ers / 2nd / 55th pick / 1997"
"4","WR","Kevin Johnson",24,"1",16,"57 catches for 669 yards, 0 td","Cleveland Browns / 2nd / 32nd pick / 1999"
"5","WR","David Patten",26,"3",11,"38 catches for 546 yards, 1 td",""
"6","TE","Mark Campbell",25,"1",10,"12 catches for 80 yards, 1 td",""
"7","LT","Roman Oben",28,"4",16,"","New York Giants / 3rd / 66th pick / 1996"
"8","LG","Jim Bundren",26,"1",9,"1 fumble recovered","Miami Dolphins / 7th / 210th pick / 1998"
"9","C","Dave Wohlabaugh",28,"5",12,"","New England Patriots / 4th / 112th pick / 1995"
"10","RG","Everett Lindsay",30,"7",16,"1 fumble recovered","Minnesota Vikings / 5th / 133rd pick / 1993"
"11","RT","Steve Zahursky",24,"1",16,"3 fumbles recovered",""
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Courtney Brown",22,"Rook",16,"","Cleveland Browns / 1st / 1st pick / 2000"
"14","DE","Keith McKenzie",27,"4",16,"","Green Bay Packers / 7th / 252nd pick / 1996"
"15","LDT","Orpheus Roye",27,"4",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 6th / 200th pick / 1996"
"16","RDT","Stalin Colinet",26,"3",16,"3.5 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 3rd / 78th pick / 1997"
"17","MLB","Wali Rainer",23,"1",16,"1.0 sacks, 1 interception, 1 fumble recovered","Cleveland Browns / 4th / 124th pick / 1999"
"18","LB","Jamir Miller",27,"6",16,"","Arizona Cardinals / 1st / 10th pick / 1994"
"19","LB","Marty Moore",29,"6",9,"","New England Patriots / 7th / 222nd pick / 1994"
"20","LCB","Corey Fuller",29,"5",15,"0.0 sacks, 3 interceptions, 1 fumble recovered","Minnesota Vikings / 2nd / 55th pick / 1995"
"21","RCB","Daylon McCutcheon",24,"1",15,"4.0 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 3rd / 62nd pick / 1999"
"22","SS","Marquis Smith",25,"1",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 76th pick / 1999"
"23","FS","Percy Ellsworth",26,"4",16,"0.0 sacks, 1 interception, 1 fumble recovered",""
