"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Jay Cutler",29,6,15,"255 for 434, 3,033 yards, 19 td, 14 int, & 41 rushes for 233 yards and 0 td","Denver Broncos / 1st / 11th pick / 2006"
"3","RB","Matt Forte",27,4,15,"248 rushes for 1,094 yards, 5 td, & 44 catches for 340 yards and 1 td","Chicago Bears / 2nd / 44th pick / 2008"
"4","WR","Brandon Marshall*+",28,6,16,"118 catches for 1,508 yards, 11 td, & 1 rush for -2 yards and 0 td","Denver Broncos / 4th / 119th pick / 2006"
"5","TE","Kellen Davis",27,4,15,"19 catches for 229 yards, 2 td","Chicago Bears / 5th / 158th pick / 2008"
"6","TE","Matt Spaeth",29,5,8,"6 catches for 28 yards, 1 td","Pittsburgh Steelers / 3rd / 77th pick / 2007"
"7","LT","J'Marcus Webb",24,2,16,"","Chicago Bears / 7th / 218th pick / 2010"
"8","LG","Chilo Rachal",26,4,8,"1 fumble recovered","San Francisco 49ers / 2nd / 39th pick / 2008"
"9","C","Roberto Garza",33,11,16,"","Atlanta Falcons / 4th / 99th pick / 2001"
"10","RG","Lance Louis",27,3,11,"","Chicago Bears / 7th / 246th pick / 2009"
"11","RT","Gabe Carimi",24,1,14,"1 fumble recovered","Chicago Bears / 1st / 29th pick / 2011"
"12","","Defensive Starters",NA,NA,NA,"",""
"13","DE","Israel Idonije",32,8,11,"",""
"14","DE","Julius Peppers*",32,10,16,"","Carolina Panthers / 1st / 2nd pick / 2002"
"15","DT","Henry Melton*",26,3,14,"","Chicago Bears / 4th / 105th pick / 2009"
"16","NT","Stephen Paea",24,1,14,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 53rd pick / 2011"
"17","MLB","Brian Urlacher",34,12,12,"0.0 sacks, 1 interception, 2 fumbles recovered","Chicago Bears / 1st / 9th pick / 2000"
"18","LB","Lance Briggs",32,9,16,"","Chicago Bears / 3rd / 68th pick / 2003"
"19","LB","Nick Roach",27,5,14,"",""
"20","LCB","Tim Jennings*",29,6,14,"0.0 sacks, 9 interceptions, 0 fumbles recovered","Indianapolis Colts / 2nd / 62nd pick / 2006"
"21","RCB","Charles Tillman*+",31,9,16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Chicago Bears / 2nd / 35th pick / 2003"
"22","SS","Major Wright",24,2,16,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Chicago Bears / 3rd / 75th pick / 2010"
"23","FS","Chris Conte",23,1,15,"0.0 sacks, 2 interceptions, 1 fumble recovered","Chicago Bears / 3rd / 93rd pick / 2011"
