"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Vinny Testaverde",28,"4",12,"166 for 326, 1,994 yards, 8 td, 15 int, & 32 rushes for 101 yards and 0 td","Tampa Bay Buccaneers / 1st / 1st pick / 1987"
"3","RB","Reggie Cobb",23,"1",11,"196 rushes for 752 yards, 7 td, & 15 catches for 111 yards and 0 td","Tampa Bay Buccaneers / 2nd / 30th pick / 1990"
"4","FB","Robert Wilson",22,"Rook",15,"42 rushes for 179 yards, 0 td, & 20 catches for 121 yards and 2 td","Tampa Bay Buccaneers / 3rd / 80th pick / 1991"
"5","WR","Mark Carrier",26,"4",16,"47 catches for 698 yards, 2 td","Tampa Bay Buccaneers / 3rd / 57th pick / 1987"
"6","WR","Lawrence Dawsey",24,"Rook",10,"55 catches for 818 yards, 3 td, & 1 rush for 9 yards and 1 td","Tampa Bay Buccaneers / 3rd / 66th pick / 1991"
"7","TE","Ron Hall",27,"4",15,"31 catches for 284 yards, 0 td","Tampa Bay Buccaneers / 4th / 87th pick / 1987"
"8","LT","Paul Gruber",26,"3",16,"1 fumble recovered","Tampa Bay Buccaneers / 1st / 4th pick / 1988"
"9","LG","Tom McHale",28,"4",10,"",""
"10","C","Tony Mayberry",24,"1",16,"","Tampa Bay Buccaneers / 4th / 108th pick / 1990"
"11","RG","Ian Beckles",24,"1",16,"","Tampa Bay Buccaneers / 5th / 114th pick / 1990"
"12","RT","Rob Taylor",31,"5",12,"","Philadelphia Eagles / 12th / 328th pick / 1982"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Ray Seals",26,"2",9,"1.0 sacks, 0 interceptions, 2 fumbles recovered",""
"15","LDT","Tim Newton",28,"6",16,"5.0 sacks, 0 interceptions, 2 fumbles recovered","Minnesota Vikings / 6th / 164th pick / 1985"
"16","RDT","Reuben Davis",26,"3",11,"3.5 sacks, 0 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 9th / 225th pick / 1988"
"17","RDE","Keith McCants",23,"1",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 1st / 4th pick / 1990"
"18","LLB","Kevin Murphy",28,"5",14,"1.0 sacks, 0 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 2nd / 40th pick / 1986"
"19","MLB","Jesse Solomon",28,"5",12,"0.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 12th / 318th pick / 1986"
"20","RLB","Broderick Thomas",24,"2",16,"11.0 sacks, 0 interceptions, 2 fumbles recovered","Tampa Bay Buccaneers / 1st / 6th pick / 1989"
"21","LCB","Ricky Reynolds",26,"4",16,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 2nd / 36th pick / 1987"
"22","RCB","Carl Carter",27,"5",10,"0.0 sacks, 1 interception, 0 fumbles recovered","St. Louis Cardinals / 4th / 89th pick / 1986"
"23","SS","Tony Covington",24,"Rook",12,"1.0 sacks, 3 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 4th / 93rd pick / 1991"
"24","FS","Marty Carter",22,"Rook",11,"0.0 sacks, 1 interception, 0 fumbles recovered","Tampa Bay Buccaneers / 8th / 207th pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Steve Christie",24,"1",0,"15 of 20 field goals & 22 of 22 extra points",""
"27","P","Mark Royals",26,"4",0,"84 punts for a 40.3 average, 0 blocked",""
"28","PR","Willie Drewrey",28,"6",0,"38 punt returns for a 9.5 average and 0 td","Houston Oilers / 11th / 281st pick / 1985"
"29","KR","Gary Anderson",30,"6",5,"34 kick returns for a 18.9 average and 0 td","San Diego Chargers / 1st / 20th pick / 1983"
