"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brock Osweiler",26,"4",14,"280 for 470, 2,704 yards, 14 td, 16 int, & 29 rushes for 130 yards and 1 td","Denver Broncos / 2nd / 57th pick / 2012"
"3","RB","Lamar Miller",25,"4",14,"268 rushes for 1,073 yards, 5 td, & 31 catches for 188 yards and 1 td","Miami Dolphins / 4th / 97th pick / 2012"
"4","WR","Will Fuller",22,"Rook",11,"41 catches for 572 yards, 2 td, & 1 rush for -3 yards and 0 td","Houston Texans / 1st / 21st pick / 2016"
"5","WR","DeAndre Hopkins",24,"3",14,"68 catches for 788 yards, 4 td","Houston Texans / 1st / 27th pick / 2013"
"6","TE","C.J. Fiedorowicz",25,"2",13,"48 catches for 505 yards, 3 td","Houston Texans / 3rd / 65th pick / 2014"
"7","T","Duane Brown",31,"8",10,"","Houston Texans / 1st / 26th pick / 2008"
"8","T","Chris Clark",31,"6",12,"",""
"9","G","Jeff Allen",26,"4",12,"","Kansas City Chiefs / 2nd / 44th pick / 2012"
"10","G","Xavier Su'a-Filo",25,"2",13,"","Houston Texans / 2nd / 33rd pick / 2014"
"11","C","Greg Mancz",24,"1",14,"",""
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Jadeveon Clowney",23,"2",13,"","Houston Texans / 1st / 1st pick / 2014"
"14","NT","Vince Wilfork",35,"12",13,"","New England Patriots / 1st / 21st pick / 2004"
"15","LB","Brian Cushing",29,"7",12,"","Houston Texans / 1st / 15th pick / 2009"
"16","LB","Benardrick McKinney",24,"1",14,"","Houston Texans / 2nd / 43rd pick / 2015"
"17","LB","Whitney Mercilus",26,"4",13,"","Houston Texans / 1st / 26th pick / 2012"
"18","CB","Kareem Jackson",28,"6",10,"0.0 sacks, 1 interception, 0 fumbles recovered","Houston Texans / 1st / 20th pick / 2010"
"19","CB","Johnathan Joseph",32,"10",11,"","Cincinnati Bengals / 1st / 24th pick / 2006"
"20","S","Quintin Demps",31,"8",11,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Philadelphia Eagles / 4th / 117th pick / 2008"
"21","S","Andre Hal",24,"2",11,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Houston Texans / 7th / 216th pick / 2014"
