"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dave Wilson",27,"5",13,"189 for 342, 2,353 yards, 10 td, 17 int, & 14 rushes for 19 yards and 1 td","New Orleans Saints / 1st / 1st pick / 1981 Supp"
"3","RB","Rueben Mayes*",23,"Rook",12,"286 rushes for 1,353 yards, 8 td, & 17 catches for 96 yards and 0 td","New Orleans Saints / 3rd / 57th pick / 1986"
"4","WR","Mike Jones",26,"3",8,"48 catches for 625 yards, 3 td","Minnesota Vikings / 6th / 159th pick / 1983"
"5","WR","Eric Martin",25,"1",11,"37 catches for 675 yards, 5 td","New Orleans Saints / 7th / 179th pick / 1985"
"6","TE","Hoby Brenner",27,"5",12,"18 catches for 286 yards, 0 td","New Orleans Saints / 3rd / 71st pick / 1981"
"7","TE","John Tice",26,"3",13,"37 catches for 330 yards, 3 td","New Orleans Saints / 3rd / 65th pick / 1983"
"8","LT","Bill Contz",25,"3",13,"2 fumbles recovered","Cleveland Browns / 5th / 122nd pick / 1983"
"9","LG","Brad Edelman",26,"4",13,"1 fumble recovered","New Orleans Saints / 2nd / 30th pick / 1982"
"10","C","Steve Korte",26,"3",16,"1 fumble recovered","New Orleans Saints / 2nd / 38th pick / 1983"
"11","RG","Chuck Commiskey",28,"Rook",10,"","Philadelphia Eagles / 9th / 247th pick / 1981"
"12","RT","Stan Brock",28,"6",16,"","New Orleans Saints / 1st / 12th pick / 1980"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Bruce Clark",28,"4",16,"6.0 sacks, 0 interceptions, 3 fumbles recovered","Green Bay Packers / 1st / 4th pick / 1980"
"15","NT","Tony Elliott",27,"4",15,"3.5 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 5th / 114th pick / 1982"
"16","RDE","Jim Wilks",28,"5",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 12th / 305th pick / 1981"
"17","LOLB","Rickey Jackson*",28,"5",16,"9.0 sacks, 1 interception, 1 fumble recovered","New Orleans Saints / 2nd / 51st pick / 1981"
"18","LILB","Sam Mills",27,"Rook",13,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"19","RILB","Alvin Toles",23,"1",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","New Orleans Saints / 1st / 24th pick / 1985"
"20","ROLB","James Haynes",26,"2",16,"2.0 sacks, 1 interception, 2 fumbles recovered",""
"21","LCB","Dave Waymer",28,"6",15,"0.0 sacks, 9 interceptions, 1 fumble recovered","New Orleans Saints / 2nd / 41st pick / 1980"
"22","RCB","Johnnie Poe",27,"5",16,"1.0 sacks, 4 interceptions, 1 fumble recovered","New Orleans Saints / 6th / 144th pick / 1981"
"23","SS","Antonio Gibson",24,"Rook",13,"3.0 sacks, 2 interceptions, 1 fumble recovered",""
"24","FS","Frank Wattelet",28,"5",16,"0.0 sacks, 3 interceptions, 1 fumble recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Morten Andersen*+",26,"4",0,"26 of 30 field goals & 30 of 30 extra points","New Orleans Saints / 4th / 86th pick / 1982"
"27","P","Brian Hansen",26,"2",0,"81 punts for a 42.7 average, 1 blocked","New Orleans Saints / 9th / 237th pick / 1984"
"28","PR","Eric Martin",25,"1",11,"24 punt returns for a 9.5 average and 0 td","New Orleans Saints / 7th / 179th pick / 1985"
"29","KR","Mel Gray",25,"Rook",0,"31 kick returns for a 27.9 average and 1 td","New Orleans Saints / 2nd / 42nd pick / 1984 Supp"
