"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dan Pastorini",28,"6",12,"169 for 319, 1,987 yards, 13 td, 18 int, & 18 rushes for 39 yards and 2 td","Houston Oilers / 1st / 3rd pick / 1971"
"3","RB","Ronnie Coleman",26,"3",13,"185 rushes for 660 yards, 5 td, & 22 catches for 115 yards and 1 td",""
"4","FB","Rob Carpenter",22,"Rook",7,"144 rushes for 652 yards, 1 td, & 23 catches for 156 yards and 0 td","Houston Oilers / 3rd / 84th pick / 1977"
"5","WR","Ken Burrough*",29,"7",14,"43 catches for 816 yards, 8 td, & 4 rushes for 10 yards and 0 td","New Orleans Saints / 1st / 10th pick / 1970"
"6","WR","Eddie Foster",23,"Rook",14,"15 catches for 208 yards, 0 td","Houston Oilers / 8th / 205th pick / 1977"
"7","TE","Mike Barber",24,"1",10,"9 catches for 94 yards, 1 td","Houston Oilers / 2nd / 48th pick / 1976"
"8","LT","Greg Sampson",27,"5",14,"","Houston Oilers / 1st / 6th pick / 1972"
"9","LG","George Reihner",22,"Rook",13,"","Houston Oilers / 2nd / 38th pick / 1977"
"10","C","Carl Mauck",30,"8",14,"","Baltimore Colts / 13th / 337th pick / 1969"
"11","RG","Elbert Drungo",34,"8",14,"1 fumble recovered","Houston Oilers / 3rd / 65th pick / 1969"
"12","RT","Kevin Hunt",29,"5",12,"1 fumble recovered","Green Bay Packers / 10th / 246th pick / 1971"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Jim Young",27,"Rook",10,"",""
"15","NT","Curley Culp*",31,"9",11,"1 interception, 2 fumbles recovered","Denver Broncos / 2nd / 31st pick / 1968"
"16","RDE","Elvin Bethea",31,"9",9,"0 interceptions, 1 fumble recovered","Houston Oilers / 3rd / 77th pick / 1968"
"17","LOLB","Ted Washington",29,"4",14,"3 interceptions, 1 fumble recovered","Kansas City Chiefs / 17th / 439th pick / 1972"
"18","LILB","Steve Kiner",30,"7",14,"1 interception, 3 fumbles recovered","Dallas Cowboys / 3rd / 73rd pick / 1970"
"19","RILB","Gregg Bingham",26,"4",14,"2 interceptions, 1 fumble recovered","Houston Oilers / 4th / 79th pick / 1973"
"20","ROLB","Robert Brazile*",24,"2",14,"3 interceptions, 0 fumbles recovered","Houston Oilers / 1st / 6th pick / 1975"
"21","LCB","Willie Alexander",28,"6",14,"3 interceptions, 1 fumble recovered","Houston Oilers / 6th / 134th pick / 1971"
"22","RCB","Zeke Moore",34,"10",10,"3 interceptions, 3 fumbles recovered","Houston Oilers / 5th / 127th pick / 1967"
"23","SS","Bill Currier",22,"Rook",11,"2 interceptions, 2 fumbles recovered","Houston Oilers / 9th / 232nd pick / 1977"
"24","FS","Mike Reinfeldt",24,"1",14,"5 interceptions, 1 fumble recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Toni Fritsch",32,"6",0,"12 of 16 field goals & 19 of 20 extra points",""
"27","P","Cliff Parsley",23,"Rook",0,"77 punts for a 39.4 average, 2 blocked","New Orleans Saints / 6th / 147th pick / 1977"
"28","PR","Billy Johnson*+",25,"3",0,"35 punt returns for a 15.4 average and 2 td","Houston Oilers / 15th / 365th pick / 1974"
"29","KR","Billy Johnson*+",25,"3",0,"25 kick returns for a 25.2 average and 1 td","Houston Oilers / 15th / 365th pick / 1974"
