"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Jake Delhomme",34,10,11,"178 for 321, 2,015 yards, 8 td, 18 int, & 17 rushes for 60 yards and 0 td",""
"3","RB","DeAngelo Williams*",26,3,13,"216 rushes for 1,117 yards, 7 td, & 29 catches for 252 yards and 0 td","Carolina Panthers / 1st / 27th pick / 2006"
"4","WR","Muhsin Muhammad",36,13,13,"53 catches for 581 yards, 1 td","Carolina Panthers / 2nd / 43rd pick / 1996"
"5","WR","Steve Smith",30,8,15,"65 catches for 982 yards, 7 td, & 5 rushes for 22 yards and 0 td","Carolina Panthers / 3rd / 74th pick / 2001"
"6","TE","Jeff King",26,3,15,"25 catches for 200 yards, 3 td","Carolina Panthers / 5th / 155th pick / 2006"
"7","TE","Dante Rosario",25,2,8,"26 catches for 313 yards, 2 td","Carolina Panthers / 5th / 155th pick / 2007"
"8","LT","Jordan Gross",29,6,9,"","Carolina Panthers / 1st / 8th pick / 2003"
"9","LG","Travelle Wharton",28,5,16,"","Carolina Panthers / 3rd / 94th pick / 2004"
"10","C","Ryan Kalil*",24,2,16,"","Carolina Panthers / 2nd / 59th pick / 2007"
"11","RG","Keydrick Vincent",31,8,16,"",""
"12","RT","Jeff Otah",23,1,13,"","Carolina Panthers / 1st / 19th pick / 2008"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Tyler Brayton",30,6,15,"","Oakland Raiders / 1st / 32nd pick / 2003"
"15","DE","Julius Peppers*",29,7,14,"","Carolina Panthers / 1st / 2nd pick / 2002"
"16","LDT","Hollis Thomas",35,13,13,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"17","RDT","Damione Lewis",31,8,16,"0.5 sacks, 0 interceptions, 1 fumble recovered","St. Louis Rams / 1st / 12th pick / 2001"
"18","MLB","Jon Beason*",24,2,16,"3.0 sacks, 3 interceptions, 2 fumbles recovered","Carolina Panthers / 1st / 25th pick / 2007"
"19","LB","Na'il Diggs",31,9,11,"","Green Bay Packers / 4th / 98th pick / 2000"
"20","LCB","Chris Gamble",26,5,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Carolina Panthers / 1st / 28th pick / 2004"
"21","RCB","Richard Marshall",25,3,16,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Carolina Panthers / 2nd / 58th pick / 2006"
"22","SS","Chris Harris",27,4,13,"0.0 sacks, 3 interceptions, 1 fumble recovered","Chicago Bears / 6th / 181st pick / 2005"
"23","FS","Charles Godfrey",24,1,11,"0.0 sacks, 1 interception, 0 fumbles recovered","Carolina Panthers / 3rd / 67th pick / 2008"
