"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dan Fouts*",32,"10",10,"215 for 340, 2,975 yards, 20 td, 15 int, & 12 rushes for -5 yards and 1 td","San Diego Chargers / 3rd / 64th pick / 1973"
"3","RB","Chuck Muncie",30,"7",12,"235 rushes for 886 yards, 12 td, & 42 catches for 396 yards and 1 td","New Orleans Saints / 1st / 3rd pick / 1976"
"4","WR","Wes Chandler*",27,"5",14,"58 catches for 845 yards, 5 td, & 2 rushes for 25 yards and 0 td","New Orleans Saints / 1st / 3rd pick / 1978"
"5","WR","Charlie Joiner",36,"14",16,"65 catches for 960 yards, 3 td","Houston Oilers / 4th / 93rd pick / 1969"
"6","TE","Eric Sievers",26,"2",9,"33 catches for 452 yards, 3 td, & 1 rush for -7 yards and 0 td","San Diego Chargers / 4th / 107th pick / 1981"
"7","TE","Kellen Winslow*",26,"4",16,"88 catches for 1,172 yards, 8 td","San Diego Chargers / 1st / 13th pick / 1979"
"8","LT","Billy Shields",30,"8",16,"","San Diego Chargers / 6th / 136th pick / 1975"
"9","LG","Doug Wilkerson",36,"13",12,"","Houston Oilers / 1st / 14th pick / 1970"
"10","C","Don Macek",29,"7",11,"1 fumble recovered","San Diego Chargers / 2nd / 31st pick / 1976"
"11","RG","Ed White",36,"14",16,"1 fumble recovered","Minnesota Vikings / 2nd / 39th pick / 1969"
"12","RT","Andrew Gissinger",24,"1",16,"","San Diego Chargers / 6th / 141st pick / 1981"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Keith Ferguson",24,"2",16,"5.0 sacks, 0 interceptions, 2 fumbles recovered","San Diego Chargers / 5th / 131st pick / 1981"
"15","NT","Rick Ackerman",24,"1",13,"1.5 sacks, 0 interceptions, 2 fumbles recovered",""
"16","RDE","Gary Johnson",31,"8",16,"3.0 sacks, 0 interceptions, 2 fumbles recovered","San Diego Chargers / 1st / 8th pick / 1975"
"17","LOLB","Linden King",28,"5",16,"8.0 sacks, 1 interception, 2 fumbles recovered","San Diego Chargers / 3rd / 77th pick / 1977"
"18","LILB","Mike Green",22,"Rook",16,"1.0 sacks, 1 interception, 0 fumbles recovered","San Diego Chargers / 9th / 245th pick / 1983"
"19","RILB","Billy Ray Smith",22,"Rook",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","San Diego Chargers / 1st / 5th pick / 1983"
"20","ROLB","Woodrow Lowe",29,"7",16,"4.5 sacks, 0 interceptions, 1 fumble recovered","San Diego Chargers / 5th / 131st pick / 1976"
"21","LCB","Gill Byrd",22,"Rook",12,"0.0 sacks, 1 interception, 0 fumbles recovered","San Diego Chargers / 1st / 22nd pick / 1983"
"22","RCB","Danny Walters",23,"Rook",16,"0.0 sacks, 7 interceptions, 0 fumbles recovered","San Diego Chargers / 4th / 95th pick / 1983"
"23","SS","Andre Young",23,"1",10,"1.0 sacks, 2 interceptions, 1 fumble recovered","San Diego Chargers / 10th / 273rd pick / 1982"
"24","FS","Ken Greene",27,"5",9,"0.0 sacks, 0 interceptions, 1 fumble recovered","St. Louis Cardinals / 1st / 19th pick / 1978"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Rolf Benirschke",28,"6",0,"15 of 24 field goals & 43 of 45 extra points","Oakland Raiders / 12th / 334th pick / 1977"
"27","P","Maury Buford",23,"1",0,"63 punts for a 43.9 average, 0 blocked","San Diego Chargers / 8th / 215th pick / 1982"
"28","PR","James Brooks",25,"2",5,"18 punt returns for a 7.6 average and 0 td","San Diego Chargers / 1st / 24th pick / 1981"
"29","KR","James Brooks",25,"2",5,"32 kick returns for a 19.0 average and 0 td","San Diego Chargers / 1st / 24th pick / 1981"
