"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Zorn",29,"6",7,"126 for 245, 1,540 yards, 7 td, 11 int, & 15 rushes for 113 yards and 1 td",""
"3","RB","Sherman Smith",28,"6",8,"63 rushes for 202 yards, 0 td, & 19 catches for 196 yards and 0 td","Seattle Seahawks / 2nd / 58th pick / 1976"
"4","FB","Dan Doornink",26,"4",5,"45 rushes for 178 yards, 0 td, & 22 catches for 176 yards and 0 td","New York Giants / 7th / 174th pick / 1978"
"5","WR","Paul Johns",24,"1",9,"15 catches for 234 yards, 1 td, & 1 rush for -1 yards and 0 td",""
"6","WR","Steve Largent",28,"6",8,"34 catches for 493 yards, 3 td, & 1 rush for 8 yards and 0 td","Houston Oilers / 4th / 117th pick / 1976"
"7","TE","Mike Tice",23,"1",9,"9 catches for 46 yards, 0 td",""
"8","LT","Ron Essink",24,"2",7,"","Seattle Seahawks / 10th / 265th pick / 1980"
"9","LG","Edwin Bailey",23,"1",9,"1 fumble recovered","Seattle Seahawks / 5th / 114th pick / 1981"
"10","C","John Yarno",28,"5",9,"","Seattle Seahawks / 4th / 87th pick / 1977"
"11","RG","Robert Pratt",31,"8",9,"1 fumble recovered","Baltimore Colts / 3rd / 67th pick / 1974"
"12","RT","Steve August",28,"5",7,"","Seattle Seahawks / 1st / 14th pick / 1977"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Jacob Green",25,"2",9,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 10th pick / 1980"
"15","LDT","Robert Hardy",26,"3",8,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 10th / 267th pick / 1979"
"16","RDT","Manu Tuiasosopo",25,"3",8,"2.0 sacks, 0 interceptions, 1 fumble recovered","Seattle Seahawks / 1st / 18th pick / 1979"
"17","RDE","Jeff Bryant",22,"Rook",9,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 6th pick / 1982"
"18","LLB","Bruce Scholtz",24,"Rook",9,"1.0 sacks, 1 interception, 1 fumble recovered","Seattle Seahawks / 2nd / 33rd pick / 1982"
"19","MLB","Michael Jackson",25,"3",8,"0.0 sacks, 2 interceptions, 1 fumble recovered","Seattle Seahawks / 3rd / 57th pick / 1979"
"20","RLB","Keith Butler",26,"4",8,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 2nd / 36th pick / 1978"
"21","LCB","Keith Simpson",26,"4",8,"","Seattle Seahawks / 1st / 9th pick / 1978"
"22","RCB","Dave Brown",29,"7",9,"0.0 sacks, 1 interception, 2 fumbles recovered","Pittsburgh Steelers / 1st / 26th pick / 1975"
"23","SS","Kenny Easley*",23,"1",8,"2.0 sacks, 4 interceptions, 1 fumble recovered","Seattle Seahawks / 1st / 4th pick / 1981"
"24","FS","John Harris",26,"4",9,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Seattle Seahawks / 7th / 173rd pick / 1978"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Norm Johnson",22,"Rook",0,"10 of 14 field goals & 13 of 14 extra points",""
"27","P","Jeff West",29,"7",0,"48 punts for a 38.2 average, 0 blocked","Cincinnati Bengals / 5th / 122nd pick / 1975"
"28","PR","Paul Johns",24,"1",9,"19 punt returns for a 11.1 average and 0 td",""
"29","KR","Eric Lane",23,"1",0,"11 kick returns for a 15.6 average and 0 td","Seattle Seahawks / 8th / 196th pick / 1981"
