"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Vinny Testaverde",30,"6",6,"130 for 230, 1,797 yards, 14 td, 9 int, & 18 rushes for 74 yards and 0 td","Tampa Bay Buccaneers / 1st / 1st pick / 1987"
"3","RB","Eric Metcalf*+",25,"4",9,"129 rushes for 611 yards, 1 td, & 63 catches for 539 yards and 2 td","Cleveland Browns / 1st / 13th pick / 1989"
"4","FB","Tommy Vardell",24,"1",12,"171 rushes for 644 yards, 3 td, & 19 catches for 151 yards and 1 td","Cleveland Browns / 1st / 9th pick / 1992"
"5","WR","Mark Carrier",28,"6",16,"43 catches for 746 yards, 3 td, & 4 rushes for 26 yards and 1 td","Tampa Bay Buccaneers / 3rd / 57th pick / 1987"
"6","WR","Michael Jackson",24,"2",11,"41 catches for 756 yards, 8 td, & 1 rush for 1 yards and 0 td","Cleveland Browns / 6th / 141st pick / 1991"
"7","TE","Brian Kinchen",28,"5",15,"29 catches for 347 yards, 2 td","Miami Dolphins / 12th / 320th pick / 1988"
"8","LT","Tony Jones",27,"5",16,"",""
"9","LG","Houston Hoover",28,"5",16,"1 fumble recovered","Atlanta Falcons / 6th / 140th pick / 1988"
"10","C","Steve Everitt",23,"Rook",16,"2 fumbles recovered","Cleveland Browns / 1st / 14th pick / 1993"
"11","RG","Bob Dahl",25,"1",16,"1 fumble recovered","Cincinnati Bengals / 3rd / 72nd pick / 1991"
"12","RT","Gene Williams",25,"2",14,"","Miami Dolphins / 5th / 121st pick / 1991"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Rob Burnett",26,"3",16,"9.0 sacks, 0 interceptions, 2 fumbles recovered","Cleveland Browns / 5th / 129th pick / 1990"
"15","LDT","James Jones",24,"2",12,"5.5 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 57th pick / 1991"
"16","RDT","Michael Dean Perry*",28,"5",13,"6.0 sacks, 0 interceptions, 2 fumbles recovered","Cleveland Browns / 2nd / 50th pick / 1988"
"17","RDE","Anthony Pleasant",25,"3",13,"11.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 73rd pick / 1990"
"18","LLB","Pepper Johnson",29,"7",11,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 2nd / 51st pick / 1986"
"19","MLB","Mike Johnson",31,"7",16,"4.0 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 1st / 18th pick / 1984 Supp"
"20","RLB","Clay Matthews",37,"15",15,"5.5 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 1st / 12th pick / 1978"
"21","LCB","Terry Taylor",32,"9",7,"","Seattle Seahawks / 1st / 22nd pick / 1984"
"22","RCB","Najee Mustafaa",29,"6",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Minnesota Vikings / 4th / 100th pick / 1987"
"23","SS","Stevon Moore",26,"3",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 7th / 181st pick / 1989"
"24","FS","Eric Turner",25,"2",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 2nd pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Matt Stover",25,"2",0,"16 of 22 field goals & 36 of 36 extra points","New York Giants / 12th / 329th pick / 1990"
"27","P","Brian Hansen",33,"9",0,"82 punts for a 44.3 average, 2 blocked","New Orleans Saints / 9th / 237th pick / 1984"
"28","PR","Eric Metcalf*+",25,"4",9,"36 punt returns for a 12.9 average and 2 td","Cleveland Browns / 1st / 13th pick / 1989"
"29","KR","Randy Baldwin",26,"2",0,"24 kick returns for a 18.5 average and 0 td","Minnesota Vikings / 4th / 92nd pick / 1991"
