"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Blaine Gabbert",26,"4",8,"178 for 282, 2,031 yards, 10 td, 7 int, & 32 rushes for 185 yards and 1 td","Jacksonville Jaguars / 1st / 10th pick / 2011"
"3","QB","Colin Kaepernick",28,"4",8,"144 for 244, 1,615 yards, 6 td, 5 int, & 45 rushes for 256 yards and 1 td","San Francisco 49ers / 2nd / 36th pick / 2011"
"4","WR","Anquan Boldin",35,"12",13,"69 catches for 789 yards, 4 td","Arizona Cardinals / 2nd / 54th pick / 2003"
"5","WR","Torrey Smith",26,"4",12,"33 catches for 663 yards, 4 td","Baltimore Ravens / 2nd / 58th pick / 2011"
"6","TE","Garrett Celek",27,"3",8,"19 catches for 186 yards, 3 td",""
"7","TE","Vance McDonald",25,"2",11,"30 catches for 326 yards, 3 td","San Francisco 49ers / 2nd / 55th pick / 2013"
"8","LT","Joe Staley*",31,"8",16,"1 fumble recovered","San Francisco 49ers / 1st / 28th pick / 2007"
"9","LG","Alex Boone",28,"5",13,"",""
"10","C","Marcus Martin",22,"1",14,"","San Francisco 49ers / 3rd / 70th pick / 2014"
"11","RG","Jordan Devey",27,"2",9,"",""
"12","RT","Erik Pears",33,"9",16,"1 fumble recovered",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","NT","Ian Williams",26,"4",16,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
"15","RDT","Quinton Dial",25,"2",15,"2.5 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 5th / 157th pick / 2013"
"16","LB","NaVorro Bowman*+",27,"5",16,"","San Francisco 49ers / 3rd / 91st pick / 2010"
"17","LB","Ahmad Brooks",31,"9",14,"","Cincinnati Bengals / 3rd / 2006 Supp"
"18","LB","Aaron Lynch",22,"1",13,"","San Francisco 49ers / 5th / 150th pick / 2014"
"19","LB","Michael Wilhoite",29,"4",12,"",""
"20","LCB","Tramaine Brock",27,"5",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"21","RCB","Kenneth Acker",23,"1",13,"0.0 sacks, 3 interceptions, 0 fumbles recovered","San Francisco 49ers / 6th / 180th pick / 2014"
"22","SS","Jaquiski Tartt",23,"Rook",8,"2.0 sacks, 1 interception, 0 fumbles recovered","San Francisco 49ers / 2nd / 46th pick / 2015"
"23","FS","Eric Reid",24,"2",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 1st / 18th pick / 2013"
