"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Wade Wilson",34,"12",14,"221 for 388, 2,457 yards, 12 td, 15 int, & 31 rushes for 230 yards and 0 td","Minnesota Vikings / 8th / 210th pick / 1981"
"3","RB","Derek Brown",22,"Rook",12,"180 rushes for 705 yards, 2 td, & 21 catches for 170 yards and 1 td","New Orleans Saints / 4th / 109th pick / 1993"
"4","FB","Brad Muster",28,"5",11,"64 rushes for 214 yards, 3 td, & 23 catches for 195 yards and 0 td","Chicago Bears / 1st / 23rd pick / 1988"
"5","WR","Quinn Early",28,"5",15,"45 catches for 670 yards, 6 td, & 2 rushes for 32 yards and 0 td","San Diego Chargers / 3rd / 60th pick / 1988"
"6","WR","Eric Martin",32,"8",13,"66 catches for 950 yards, 3 td","New Orleans Saints / 7th / 179th pick / 1985"
"7","TE","Hoby Brenner",34,"12",9,"11 catches for 171 yards, 1 td","New Orleans Saints / 3rd / 71st pick / 1981"
"8","LT","Richard Cooper",29,"3",16,"1 fumble recovered",""
"9","LG","Chris Port",26,"2",15,"1 fumble recovered","New Orleans Saints / 12th / 320th pick / 1990"
"10","C","Joel Hilgenberg",31,"9",9,"","New Orleans Saints / 4th / 97th pick / 1984"
"11","RG","Derek Kennard",31,"7",16,"","St. Louis Cardinals / 2nd / 45th pick / 1984 Supp"
"12","RT","Willie Roaf",23,"Rook",16,"","New Orleans Saints / 1st / 8th pick / 1993"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Wayne Martin",28,"4",16,"5.0 sacks, 0 interceptions, 2 fumbles recovered","New Orleans Saints / 1st / 19th pick / 1989"
"15","NT","Les Miller",28,"6",11,"2.5 sacks, 0 interceptions, 0 fumbles recovered",""
"16","RDE","Robert Goff",28,"5",9,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 4th / 83rd pick / 1988"
"17","LOLB","Rickey Jackson*",35,"12",16,"11.5 sacks, 0 interceptions, 3 fumbles recovered","New Orleans Saints / 2nd / 51st pick / 1981"
"18","LILB","James Williams",25,"3",9,"2.0 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 6th / 158th pick / 1990"
"19","RILB","Vaughan Johnson",31,"7",13,"5.0 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 1st / 15th pick / 1984 Supp"
"20","ROLB","Renaldo Turnbull*+",27,"3",14,"13.0 sacks, 1 interception, 2 fumbles recovered","New Orleans Saints / 1st / 14th pick / 1990"
"21","LCB","Vince Buck",25,"3",16,"3.0 sacks, 2 interceptions, 2 fumbles recovered","New Orleans Saints / 2nd / 44th pick / 1990"
"22","RCB","Toi Cook",29,"6",16,"1.0 sacks, 1 interception, 3 fumbles recovered","New Orleans Saints / 8th / 207th pick / 1987"
"23","SS","Keith Taylor",29,"5",14,"0.0 sacks, 2 interceptions, 1 fumble recovered","New Orleans Saints / 5th / 134th pick / 1988"
"24","FS","Gene Atkins",29,"6",16,"1.0 sacks, 3 interceptions, 2 fumbles recovered","New Orleans Saints / 7th / 179th pick / 1987"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Morten Andersen",33,"11",0,"28 of 35 field goals & 33 of 33 extra points","New Orleans Saints / 4th / 86th pick / 1982"
"27","P","Tommy Barnhardt",30,"6",0,"77 punts for a 43.6 average, 0 blocked","Tampa Bay Buccaneers / 9th / 223rd pick / 1986"
"28","PR","Tyrone Hughes*",23,"Rook",0,"37 punt returns for a 13.6 average and 2 td","New Orleans Saints / 5th / 137th pick / 1993"
"29","KR","Tyrone Hughes*",23,"Rook",0,"30 kick returns for a 25.1 average and 1 td","New Orleans Saints / 5th / 137th pick / 1993"
