"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Russell Wilson*",24,"Rook",16,"252 for 393, 3,118 yards, 26 td, 10 int, & 94 rushes for 489 yards and 4 td","Seattle Seahawks / 3rd / 75th pick / 2012"
"3","RB","Marshawn Lynch*+",26,"5",15,"315 rushes for 1,590 yards, 11 td, & 23 catches for 196 yards and 1 td","Buffalo Bills / 1st / 12th pick / 2007"
"4","WR","Sidney Rice",26,"5",16,"50 catches for 748 yards, 7 td, & 2 rushes for 6 yards and 0 td","Minnesota Vikings / 2nd / 44th pick / 2007"
"5","WR","Golden Tate",24,"2",15,"45 catches for 688 yards, 7 td, & 3 rushes for 20 yards and 0 td","Seattle Seahawks / 2nd / 60th pick / 2010"
"6","TE","Zach Miller",27,"5",15,"38 catches for 396 yards, 3 td","Oakland Raiders / 2nd / 38th pick / 2007"
"7","LT","Russell Okung*",25,"2",15,"","Seattle Seahawks / 1st / 6th pick / 2010"
"8","C","Max Unger*+",26,"3",16,"","Seattle Seahawks / 2nd / 49th pick / 2009"
"9","RG","Paul McQuistan",29,"6",16,"","Oakland Raiders / 3rd / 69th pick / 2006"
"10","RT","Breno Giacomini",27,"4",16,"","Green Bay Packers / 5th / 150th pick / 2008"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Red Bryant",28,"4",16,"","Seattle Seahawks / 4th / 121st pick / 2008"
"13","DE","Chris Clemons",31,"8",16,"",""
"14","LDT","Alan Branch",28,"5",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Arizona Cardinals / 2nd / 33rd pick / 2007"
"15","RDT","Brandon Mebane",27,"5",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","Seattle Seahawks / 3rd / 85th pick / 2007"
"16","MLB","Bobby Wagner",22,"Rook",15,"2.0 sacks, 3 interceptions, 0 fumbles recovered","Seattle Seahawks / 2nd / 47th pick / 2012"
"17","LB","LeRoy Hill",30,"7",12,"","Seattle Seahawks / 3rd / 98th pick / 2005"
"18","LB","K.J. Wright",23,"1",15,"","Seattle Seahawks / 4th / 99th pick / 2011"
"19","LCB","Richard Sherman+",24,"1",16,"1.0 sacks, 8 interceptions, 1 fumble recovered","Seattle Seahawks / 5th / 154th pick / 2011"
"20","RCB","Brandon Browner",28,"1",12,"0.0 sacks, 3 interceptions, 1 fumble recovered",""
"21","SS","Kam Chancellor",24,"2",16,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Seattle Seahawks / 5th / 133rd pick / 2010"
"22","FS","Earl Thomas*+",23,"2",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Seattle Seahawks / 1st / 14th pick / 2010"
