"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dave Krieg",38,"16",12,"226 for 377, 2,278 yards, 14 td, 12 int, & 16 rushes for 12 yards and 1 td",""
"3","RB","Raymont Harris",26,"2",10,"194 rushes for 748 yards, 4 td, & 32 catches for 296 yards and 1 td","Chicago Bears / 4th / 114th pick / 1994"
"4","FB","Tony Carter",24,"2",11,"11 rushes for 43 yards, 0 td, & 41 catches for 233 yards and 0 td",""
"5","WR","Curtis Conway",25,"3",16,"81 catches for 1,049 yards, 7 td, & 8 rushes for 50 yards and 0 td","Chicago Bears / 1st / 7th pick / 1993"
"6","WR","Michael Timpson",29,"7",15,"62 catches for 802 yards, 0 td, & 3 rushes for 21 yards and 0 td","New England Patriots / 4th / 100th pick / 1989"
"7","TE","Keith Jennings",30,"7",5,"6 catches for 56 yards, 0 td","Dallas Cowboys / 5th / 113th pick / 1989"
"8","LT","Andy Heck",29,"7",16,"","Seattle Seahawks / 1st / 15th pick / 1989"
"9","LG","Todd Perry",26,"3",16,"1 fumble recovered","Chicago Bears / 4th / 97th pick / 1993"
"10","C","Jerry Fontenot",30,"7",16,"","Chicago Bears / 3rd / 65th pick / 1989"
"11","RG","Todd Burger",26,"2",8,"1 fumble recovered",""
"12","RT","James Williams",28,"5",16,"2 fumbles recovered",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Albert Fontenot",26,"3",15,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 4th / 112th pick / 1993"
"15","LDT","Jim Flanigan",25,"2",14,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 3rd / 74th pick / 1994"
"16","RDT","Carl Simpson",26,"3",16,"1.5 sacks, 0 interceptions, 2 fumbles recovered","Chicago Bears / 2nd / 35th pick / 1993"
"17","RDE","Alonzo Spellman",25,"4",15,"8.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 22nd pick / 1992"
"18","LLB","Joe Cain",31,"7",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Minnesota Vikings / 8th / 210th pick / 1988"
"19","MLB","Bryan Cox",28,"5",9,"3.0 sacks, 0 interceptions, 3 fumbles recovered","Miami Dolphins / 5th / 113th pick / 1991"
"20","RLB","Vinson Smith",31,"8",12,"1.0 sacks, 0 interceptions, 2 fumbles recovered",""
"21","LCB","Donnell Woolford",30,"7",15,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Chicago Bears / 1st / 11th pick / 1989"
"22","RCB","Walt Harris",22,"Rook",13,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Chicago Bears / 1st / 13th pick / 1996"
"23","SS","Marty Carter",27,"5",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 8th / 207th pick / 1991"
"24","FS","Mark Carrier",28,"6",13,"0.0 sacks, 2 interceptions, 1 fumble recovered","Chicago Bears / 1st / 6th pick / 1990"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jeff Jaeger",32,"9",0,"19 of 23 field goals & 23 of 23 extra points","Cleveland Browns / 3rd / 82nd pick / 1987"
"27","P","Todd Sauerbrun",23,"1",0,"78 punts for a 44.8 average, 0 blocked","Chicago Bears / 2nd / 56th pick / 1995"
"28","PR","Bobby Engram",23,"Rook",2,"31 punt returns for a 9.1 average and 0 td","Chicago Bears / 2nd / 52nd pick / 1996"
"29","KR","Jack Jackson",24,"Rook",0,"27 kick returns for a 22.9 average and 0 td","Chicago Bears / 4th / 116th pick / 1995"
