"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ryan Fitzpatrick",32,"9",12,"197 for 312, 2,483 yards, 17 td, 8 int, & 50 rushes for 184 yards and 2 td","St. Louis Rams / 7th / 250th pick / 2005"
"3","RB","Arian Foster*",28,"5",13,"260 rushes for 1,246 yards, 8 td, & 38 catches for 327 yards and 5 td",""
"4","WR","DeAndre Hopkins",22,"1",16,"76 catches for 1,210 yards, 6 td","Houston Texans / 1st / 27th pick / 2013"
"5","WR","Andre Johnson",33,"11",15,"85 catches for 936 yards, 3 td","Houston Texans / 1st / 3rd pick / 2003"
"6","WR","Damaris Johnson",25,"2",8,"31 catches for 331 yards, 1 td, & 5 rushes for 19 yards and 0 td",""
"7","TE","C.J. Fiedorowicz",23,"Rook",8,"4 catches for 28 yards, 1 td","Houston Texans / 3rd / 65th pick / 2014"
"8","TE","Garrett Graham",28,"4",9,"18 catches for 197 yards, 1 td","Houston Texans / 4th / 118th pick / 2010"
"9","LT","Duane Brown*",29,"6",16,"","Houston Texans / 1st / 26th pick / 2008"
"10","LG","Ben Jones",25,"2",16,"","Houston Texans / 4th / 99th pick / 2012"
"11","C","Chris Myers",33,"9",16,"","Denver Broncos / 6th / 200th pick / 2005"
"12","RG","Brandon Brooks",25,"2",15,"","Houston Texans / 3rd / 76th pick / 2012"
"13","RT","Derek Newton",27,"3",16,"","Houston Texans / 7th / 214th pick / 2011"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Jared Crick",25,"2",15,"","Houston Texans / 4th / 126th pick / 2012"
"16","DE","J.J. Watt*+",25,"3",16,"","Houston Texans / 1st / 11th pick / 2011"
"17","NT","Ryan Pickett",35,"13",13,"","St. Louis Rams / 1st / 29th pick / 2001"
"18","MLB","Brian Cushing",27,"5",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Houston Texans / 1st / 15th pick / 2009"
"19","LB","Whitney Mercilus",24,"2",13,"","Houston Texans / 1st / 26th pick / 2012"
"20","LB","Brooks Reed",27,"3",13,"","Houston Texans / 2nd / 42nd pick / 2011"
"21","LB","Justin Tuggle",24,"1",8,"",""
"22","LCB","Kareem Jackson",26,"4",13,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Houston Texans / 1st / 20th pick / 2010"
"23","RCB","Johnathan Joseph",30,"8",16,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Cincinnati Bengals / 1st / 24th pick / 2006"
"24","SS","D.J. Swearinger",23,"1",12,"1.0 sacks, 2 interceptions, 1 fumble recovered","Houston Texans / 2nd / 57th pick / 2013"
"25","FS","Kendrick Lewis",26,"4",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Kansas City Chiefs / 5th / 136th pick / 2010"
