"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Carson Palmer",33,"8",15,"345 for 565, 4,018 yards, 22 td, 14 int, & 18 rushes for 36 yards and 1 td","Cincinnati Bengals / 1st / 1st pick / 2003"
"3","RB","Darren McFadden",25,"4",12,"216 rushes for 707 yards, 2 td, & 42 catches for 258 yards and 1 td","Oakland Raiders / 1st / 4th pick / 2008"
"4","FB","Marcel Reece*",27,"4",14,"59 rushes for 271 yards, 0 td, & 52 catches for 496 yards and 1 td",""
"5","WR","Darrius Heyward-Bey",25,"3",14,"41 catches for 606 yards, 5 td, & 2 rushes for 16 yards and 0 td","Oakland Raiders / 1st / 7th pick / 2009"
"6","WR","Denarius Moore",24,"1",15,"51 catches for 741 yards, 7 td, & 1 rush for -5 yards and 0 td","Oakland Raiders / 5th / 148th pick / 2011"
"7","TE","Brandon Myers",27,"3",16,"79 catches for 806 yards, 4 td","Oakland Raiders / 6th / 202nd pick / 2009"
"8","LT","Jared Veldheer",25,"2",16,"","Oakland Raiders / 3rd / 69th pick / 2010"
"9","LG","Cooper Carlisle",35,"12",16,"","Denver Broncos / 4th / 112th pick / 2000"
"10","C","Stefen Wisniewski",23,"1",15,"","Oakland Raiders / 2nd / 48th pick / 2011"
"11","RG","Mike Brisiel",29,"5",15,"",""
"12","RT","Khalif Barnes",30,"7",9,"","Jacksonville Jaguars / 2nd / 52nd pick / 2005"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Lamarr Houston",25,"2",16,"","Oakland Raiders / 2nd / 44th pick / 2010"
"15","DE","Matt Shaughnessy",26,"3",16,"","Oakland Raiders / 3rd / 71st pick / 2009"
"16","DT","Desmond Bryant",27,"3",8,"",""
"17","DT","Richard Seymour",33,"11",8,"","New England Patriots / 1st / 6th pick / 2001"
"18","NT","Tommy Kelly",32,"8",16,"1.5 sacks, 0 interceptions, 1 fumble recovered",""
"19","MLB","Rolando McClain",23,"2",9,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 8th pick / 2010"
"20","LB","Miles Burris",24,"Rook",15,"","Oakland Raiders / 4th / 129th pick / 2012"
"21","LB","Philip Wheeler",28,"4",16,"","Indianapolis Colts / 3rd / 93rd pick / 2008"
"22","LCB","Michael Huff",29,"6",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 7th pick / 2006"
"23","SS","Tyvon Branch",26,"4",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Oakland Raiders / 4th / 100th pick / 2008"
"24","FS","Matt Giordano",30,"7",13,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Indianapolis Colts / 4th / 135th pick / 2005"
