"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ty Detmer",30,"4",7,"134 for 244, 1,567 yards, 7 td, 6 int, & 14 rushes for 46 yards and 1 td","Green Bay Packers / 9th / 230th pick / 1992"
"3","RB","Ricky Watters",28,"5",16,"285 rushes for 1,110 yards, 7 td, & 48 catches for 440 yards and 0 td","San Francisco 49ers / 2nd / 45th pick / 1991"
"4","FB","Kevin Turner",28,"5",10,"18 rushes for 96 yards, 0 td, & 48 catches for 443 yards and 3 td","New England Patriots / 3rd / 71st pick / 1992"
"5","WR","Irving Fryar*",35,"13",16,"86 catches for 1,316 yards, 6 td","New England Patriots / 1st / 1st pick / 1984"
"6","WR","Michael Timpson",30,"8",10,"42 catches for 484 yards, 2 td","New England Patriots / 4th / 100th pick / 1989"
"7","TE","Jimmie Johnson",31,"8",11,"14 catches for 177 yards, 1 td","Washington Redskins / 12th / 316th pick / 1989"
"8","LT","Jermane Mayberry",24,"1",16,"1 fumble recovered","Philadelphia Eagles / 1st / 25th pick / 1996"
"9","LG","Joe Panos",26,"3",13,"1 fumble recovered","Philadelphia Eagles / 3rd / 77th pick / 1994"
"10","C","Steve Everitt",27,"4",16,"1 fumble recovered","Cleveland Browns / 1st / 14th pick / 1993"
"11","RG","Ian Beckles",30,"7",8,"2 fumbles recovered","Tampa Bay Buccaneers / 5th / 114th pick / 1990"
"12","RT","Barrett Brooks",25,"2",14,"2 fumbles recovered","Philadelphia Eagles / 2nd / 58th pick / 1995"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Greg Jefferson",26,"2",11,"3.0 sacks, 0 interceptions, 1 fumble recovered","Philadelphia Eagles / 3rd / 72nd pick / 1995"
"15","LDT","Hollis Thomas",23,"1",16,"2.5 sacks, 0 interceptions, 1 fumble recovered",""
"16","RDT","Rhett Hall",29,"6",15,"8.0 sacks, 1 interception, 0 fumbles recovered","Tampa Bay Buccaneers / 6th / 147th pick / 1991"
"17","RDE","Mike Mamula",24,"2",16,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 1st / 7th pick / 1995"
"18","LLB","Darrin Smith",27,"4",7,"1.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 2nd / 54th pick / 1993"
"19","MLB","James Willis",25,"4",15,"2.0 sacks, 1 interception, 2 fumbles recovered","Green Bay Packers / 5th / 119th pick / 1993"
"20","RLB","William Thomas",29,"6",14,"5.0 sacks, 2 interceptions, 1 fumble recovered","Philadelphia Eagles / 4th / 104th pick / 1991"
"21","LCB","Troy Vincent",26,"5",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Miami Dolphins / 1st / 7th pick / 1992"
"22","RCB","Charles Dimry",31,"9",9,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Atlanta Falcons / 5th / 110th pick / 1988"
"23","SS","Mike Zordich",34,"10",16,"2.0 sacks, 1 interception, 1 fumble recovered","San Diego Chargers / 9th / 235th pick / 1986"
"24","FS","Brian Dawkins",24,"1",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Philadelphia Eagles / 2nd / 61st pick / 1996"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chris Boniol",26,"3",0,"22 of 31 field goals & 33 of 33 extra points",""
"27","P","Tom Hutton",25,"2",0,"87 punts for a 42.1 average, 1 blocked",""
"28","PR","Mark Seay",30,"4",2,"16 punt returns for a 10.8 average and 0 td",""
"29","KR","Duce Staley",22,"Rook",0,"47 kick returns for a 24.2 average and 0 td","Philadelphia Eagles / 3rd / 71st pick / 1997"
