"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brian Sipe",28,"3",9,"112 for 195, 1,233 yards, 9 td, 14 int, & 10 rushes for 14 yards and 0 td","Cleveland Browns / 13th / 330th pick / 1972"
"3","RB","Greg Pruitt*",26,"4",14,"236 rushes for 1,086 yards, 3 td, & 37 catches for 471 yards and 1 td","Cleveland Browns / 2nd / 30th pick / 1973"
"4","FB","Cleo Miller",25,"3",14,"163 rushes for 756 yards, 4 td, & 41 catches for 291 yards and 1 td",""
"5","WR","Dave Logan",23,"1",5,"19 catches for 284 yards, 1 td","Cleveland Browns / 3rd / 65th pick / 1976"
"6","WR","Reggie Rucker",30,"7",14,"36 catches for 565 yards, 2 td, & 2 rushes for 6 yards and 0 td",""
"7","TE","Oscar Roan",26,"2",8,"13 catches for 136 yards, 2 td","Cleveland Browns / 3rd / 57th pick / 1975"
"8","LT","Doug Dieken",28,"6",14,"1 fumble recovered","Cleveland Browns / 6th / 142nd pick / 1971"
"9","LG","Henry Sheppard",25,"1",13,"1 fumble recovered","Cleveland Browns / 5th / 130th pick / 1976"
"10","C","Tom DeLeone",27,"5",14,"","Cincinnati Bengals / 5th / 106th pick / 1972"
"11","RG","Robert Jackson",24,"2",14,"2 fumbles recovered",""
"12","RT","Barry Darrow",27,"3",12,"","San Diego Chargers / 17th / 422nd pick / 1973"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Joe Jones",29,"7",14,"1 interception, 1 fumble recovered","Cleveland Browns / 2nd / 36th pick / 1970"
"15","LDT","Earl Edwards",31,"8",14,"0 interceptions, 2 fumbles recovered","San Francisco 49ers / 5th / 120th pick / 1969"
"16","RDT","Mickey Sims",22,"Rook",7,"0 interceptions, 1 fumble recovered","Cleveland Browns / 4th / 110th pick / 1977"
"17","RDE","Mike St. Clair",24,"1",10,"0 interceptions, 1 fumble recovered","Cleveland Browns / 4th / 99th pick / 1976"
"18","LLB","Charlie Hall",29,"6",14,"1 interception, 2 fumbles recovered","Cleveland Browns / 3rd / 68th pick / 1971"
"19","MLB","Dick Ambrose",24,"2",14,"0 interceptions, 2 fumbles recovered","Cleveland Browns / 12th / 290th pick / 1975"
"20","RLB","Gerald Irons",30,"7",14,"3 interceptions, 1 fumble recovered","Oakland Raiders / 3rd / 76th pick / 1970"
"21","LCB","Clarence Scott",28,"6",9,"3 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 14th pick / 1971"
"22","RCB","Oliver Davis",23,"Rook",14,"3 interceptions, 0 fumbles recovered","Cleveland Browns / 4th / 102nd pick / 1977"
"23","SS","Tony Peters",24,"2",14,"2 interceptions, 0 fumbles recovered","Cleveland Browns / 4th / 82nd pick / 1975"
"24","FS","Thom Darden",27,"5",14,"6 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 18th pick / 1972"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Don Cockroft",32,"9",0,"17 of 23 field goals & 30 of 31 extra points","Cleveland Browns / 3rd / 55th pick / 1967"
"27","P","Greg Coleman",23,"Rook",0,"61 punts for a 39.2 average, 0 blocked","Cincinnati Bengals / 14th / 398th pick / 1976"
"28","PR","Rolly Woolsey",24,"2",0,"32 punt returns for a 9.1 average and 0 td","Dallas Cowboys / 6th / 148th pick / 1975"
"29","KR","Brian Duncan",25,"1",0,"15 kick returns for a 19.9 average and 0 td",""
