"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chris Chandler",35,"12",13,"192 for 331, 2,236 yards, 10 td, 12 int, & 21 rushes for 60 yards and 0 td","Indianapolis Colts / 3rd / 76th pick / 1988"
"3","RB","Jamal Anderson",28,"6",16,"282 rushes for 1,024 yards, 6 td, & 42 catches for 382 yards and 0 td","Atlanta Falcons / 7th / 201st pick / 1994"
"4","FB","Bob Christian",32,"8",14,"9 rushes for 19 yards, 0 td, & 44 catches for 315 yards and 0 td","Atlanta Falcons / 12th / 310th pick / 1991"
"5","WR","Shawn Jefferson",31,"9",14,"60 catches for 822 yards, 2 td, & 1 rush for 1 yards and 0 td","Houston Oilers / 9th / 240th pick / 1991"
"6","WR","Terance Mathis",33,"10",16,"57 catches for 679 yards, 5 td, & 1 rush for -5 yards and 0 td","New York Jets / 6th / 140th pick / 1990"
"7","TE","Reggie Kelly",23,"1",16,"31 catches for 340 yards, 2 td","Atlanta Falcons / 2nd / 42nd pick / 1999"
"8","LT","Bob Whitfield",29,"8",15,"","Atlanta Falcons / 1st / 8th pick / 1992"
"9","RG","Travis Claridge",22,"Rook",16,"","Atlanta Falcons / 2nd / 37th pick / 2000"
"10","","Defensive Starters",NA,"",NA,"",""
"11","DE","Patrick Kerney",24,"1",16,"","Atlanta Falcons / 1st / 30th pick / 1999"
"12","DE","Brady Smith",27,"4",14,"","New Orleans Saints / 3rd / 70th pick / 1996"
"13","LDT","Travis Hall",28,"5",16,"4.5 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 6th / 181st pick / 1995"
"14","RDT","Ed Jasper",27,"3",15,"3.5 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 6th / 198th pick / 1997"
"15","LB","Henri Crockett",26,"3",12,"","Atlanta Falcons / 4th / 100th pick / 1997"
"16","LCB","Ray Buchanan",29,"7",16,"0.0 sacks, 6 interceptions, 2 fumbles recovered","Indianapolis Colts / 3rd / 65th pick / 1993"
"17","RCB","Ashley Ambrose",30,"8",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Indianapolis Colts / 2nd / 29th pick / 1992"
"18","SS","Marty Carter",31,"9",16,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Tampa Bay Buccaneers / 8th / 207th pick / 1991"
"19","FS","Ronnie Bradford",30,"7",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Miami Dolphins / 4th / 105th pick / 1993"
