"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kyle Orton",26,"3",15,"272 for 465, 2,972 yards, 18 td, 12 int, & 24 rushes for 49 yards and 3 td","Chicago Bears / 4th / 106th pick / 2005"
"3","RB","Matt Forte",23,"Rook",16,"316 rushes for 1,238 yards, 8 td, & 63 catches for 477 yards and 4 td","Chicago Bears / 2nd / 44th pick / 2008"
"4","FB","Jason McKie",28,"6",8,"11 rushes for 26 yards, 2 td, & 11 catches for 64 yards and 1 td",""
"5","WR","Rashied Davis",29,"3",12,"35 catches for 445 yards, 2 td, & 3 rushes for 14 yards and 0 td",""
"6","WR","Devin Hester",26,"2",8,"51 catches for 665 yards, 3 td, & 6 rushes for 61 yards and 0 td","Chicago Bears / 2nd / 57th pick / 2006"
"7","TE","Desmond Clark",31,"9",16,"41 catches for 367 yards, 1 td","Denver Broncos / 6th / 179th pick / 1999"
"8","LT","John St. Clair",31,"6",16,"","St. Louis Rams / 3rd / 94th pick / 2000"
"9","LG","Josh Beekman",25,"1",16,"","Chicago Bears / 4th / 130th pick / 2007"
"10","C","Olin Kreutz",31,"10",16,"","Chicago Bears / 3rd / 64th pick / 1998"
"11","RG","Roberto Garza",29,"7",16,"","Atlanta Falcons / 4th / 99th pick / 2001"
"12","RT","John Tait",33,"9",16,"","Kansas City Chiefs / 1st / 14th pick / 1999"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Alex Brown",29,"6",16,"","Chicago Bears / 4th / 104th pick / 2002"
"15","DE","Adewale Ogunleye",31,"7",16,"",""
"16","DT","Tommie Harris",25,"4",13,"","Chicago Bears / 1st / 14th pick / 2004"
"17","NT","Dusty Dvoracek",25,"1",12,"","Chicago Bears / 3rd / 73rd pick / 2006"
"18","MLB","Brian Urlacher",30,"8",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Chicago Bears / 1st / 9th pick / 2000"
"19","LB","Lance Briggs*",28,"5",16,"","Chicago Bears / 3rd / 68th pick / 2003"
"20","LB","Nick Roach",23,"1",9,"",""
"21","LCB","Charles Tillman",27,"5",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 35th pick / 2003"
"22","RCB","Corey Graham",23,"1",9,"0.0 sacks, 1 interception, 1 fumble recovered","Chicago Bears / 5th / 168th pick / 2007"
"23","SS","Kevin Payne",25,"1",16,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Chicago Bears / 5th / 167th pick / 2007"
"24","FS","Mike Brown",30,"8",15,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 39th pick / 2000"
