"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Josh Freeman",24,"3",16,"306 for 558, 4,065 yards, 27 td, 17 int, & 39 rushes for 139 yards and 0 td","Tampa Bay Buccaneers / 1st / 17th pick / 2009"
"3","RB","Doug Martin*",23,"Rook",16,"319 rushes for 1,454 yards, 11 td, & 49 catches for 472 yards and 1 td","Tampa Bay Buccaneers / 1st / 31st pick / 2012"
"4","WR","Vincent Jackson*",29,"7",16,"72 catches for 1,384 yards, 8 td","San Diego Chargers / 2nd / 61st pick / 2005"
"5","WR","Mike Williams",25,"2",16,"63 catches for 996 yards, 9 td","Tampa Bay Buccaneers / 4th / 101st pick / 2010"
"6","TE","Luke Stocker",24,"1",11,"16 catches for 165 yards, 1 td","Tampa Bay Buccaneers / 4th / 104th pick / 2011"
"7","LT","Donald Penn",29,"5",16,"1 fumble recovered",""
"8","LG","Jeremy Zuttah",26,"4",16,"1 fumble recovered","Tampa Bay Buccaneers / 3rd / 83rd pick / 2008"
"9","C","Ted Larsen",25,"2",13,"1 fumble recovered","New England Patriots / 6th / 205th pick / 2010"
"10","RG","Jamon Meredith",26,"3",12,"1 fumble recovered","Green Bay Packers / 5th / 162nd pick / 2009"
"11","RT","Demar Dotson",27,"3",15,"1 fumble recovered",""
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Michael Bennett",27,"3",16,"",""
"14","DE","Daniel Te'o-Nesheim",26,"2",14,"","Philadelphia Eagles / 3rd / 86th pick / 2010"
"15","DT","Gerald McCoy*",24,"2",16,"","Tampa Bay Buccaneers / 1st / 3rd pick / 2010"
"16","DT","Roy Miller",25,"3",14,"","Tampa Bay Buccaneers / 3rd / 81st pick / 2009"
"17","MLB","Mason Foster",23,"1",16,"2.0 sacks, 1 interception, 1 fumble recovered","Tampa Bay Buccaneers / 3rd / 84th pick / 2011"
"18","LB","Lavonte David",22,"Rook",16,"","Tampa Bay Buccaneers / 2nd / 58th pick / 2012"
"19","LCB","E.J. Biggers",25,"3",12,"1.0 sacks, 1 interception, 0 fumbles recovered","Tampa Bay Buccaneers / 7th / 217th pick / 2009"
"20","RCB","Eric Wright",27,"5",10,"0.0 sacks, 1 interception, 1 fumble recovered","Cleveland Browns / 2nd / 53rd pick / 2007"
"21","SS","Mark Barron",23,"Rook",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Tampa Bay Buccaneers / 1st / 7th pick / 2012"
"22","FS","Ronde Barber",37,"15",16,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
