"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff Garcia*",37,"8",13,"209 for 327, 2,440 yards, 13 td, 4 int, & 35 rushes for 116 yards and 1 td",""
"3","RB","Earnest Graham",27,"3",10,"222 rushes for 898 yards, 10 td, & 49 catches for 324 yards and 0 td",""
"4","FB","B.J. Askew",27,"4",9,"0 rushes for 0 yards, 0 td, & 18 catches for 175 yards and 0 td","New York Jets / 3rd / 85th pick / 2003"
"5","WR","Joey Galloway",36,"12",15,"57 catches for 1,014 yards, 6 td, & 1 rush for 1 yards and 0 td","Seattle Seahawks / 1st / 8th pick / 1995"
"6","WR","Ike Hilliard",31,"10",10,"62 catches for 722 yards, 1 td, & 1 rush for 6 yards and 0 td","New York Giants / 1st / 7th pick / 1997"
"7","TE","Alex Smith",25,"2",14,"32 catches for 385 yards, 3 td","Tampa Bay Buccaneers / 3rd / 71st pick / 2005"
"8","LT","Donald Penn",24,"Rook",12,"",""
"9","LG","Arron Sears",23,"Rook",16,"","Tampa Bay Buccaneers / 2nd / 35th pick / 2007"
"10","C","John Wade",32,"9",16,"","Jacksonville Jaguars / 5th / 148th pick / 1998"
"11","RG","Davin Joseph",24,"1",16,"","Tampa Bay Buccaneers / 1st / 23rd pick / 2006"
"12","RT","Jeremy Trueblood",24,"1",16,"","Tampa Bay Buccaneers / 2nd / 59th pick / 2006"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Gaines Adams",24,"Rook",8,"","Tampa Bay Buccaneers / 1st / 4th pick / 2007"
"15","DE","Kevin Carter",34,"12",14,"","St. Louis Rams / 1st / 6th pick / 1995"
"16","DE","Greg Spires",33,"9",8,"","New England Patriots / 3rd / 83rd pick / 1998"
"17","DT","Jovan Haye",25,"2",16,"","Carolina Panthers / 6th / 189th pick / 2005"
"18","DT","Chris Hovan",29,"7",16,"","Minnesota Vikings / 1st / 25th pick / 2000"
"19","MLB","Barrett Ruud",24,"2",15,"0.0 sacks, 2 interceptions, 3 fumbles recovered","Tampa Bay Buccaneers / 2nd / 36th pick / 2005"
"20","LB","Derrick Brooks",34,"12",16,"","Tampa Bay Buccaneers / 1st / 28th pick / 1995"
"21","LB","Cato June",28,"4",14,"","Indianapolis Colts / 6th / 198th pick / 2003"
"22","LCB","Ronde Barber",32,"10",16,"1.0 sacks, 2 interceptions, 2 fumbles recovered","Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
"23","RCB","Phillip Buchanon",27,"5",13,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 17th pick / 2002"
"24","SS","Jermaine Phillips",28,"5",15,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 5th / 157th pick / 2002"
"25","FS","Tanard Jackson",22,"Rook",16,"0.0 sacks, 2 interceptions, 3 fumbles recovered","Tampa Bay Buccaneers / 4th / 106th pick / 2007"
