"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Peyton Manning*",31,"9",16,"337 for 515, 4,040 yards, 31 td, 14 int, & 20 rushes for -5 yards and 3 td","Indianapolis Colts / 1st / 1st pick / 1998"
"3","RB","Joseph Addai*",24,"1",15,"261 rushes for 1,072 yards, 12 td, & 41 catches for 364 yards and 3 td","Indianapolis Colts / 1st / 30th pick / 2006"
"4","RB","Ben Utecht",26,"2",13,"0 rushes for 0 yards, 0 td, & 31 catches for 364 yards and 1 td",""
"5","WR","Anthony Gonzalez",23,"Rook",9,"37 catches for 576 yards, 3 td","Indianapolis Colts / 1st / 32nd pick / 2007"
"6","WR","Reggie Wayne*",29,"6",16,"104 catches for 1,510 yards, 10 td, & 1 rush for 4 yards and 0 td","Indianapolis Colts / 1st / 30th pick / 2001"
"7","TE","Dallas Clark",28,"4",15,"58 catches for 616 yards, 11 td, & 2 rushes for 29 yards and 0 td","Indianapolis Colts / 1st / 24th pick / 2003"
"8","LT","Tony Ugoh",24,"Rook",11,"","Indianapolis Colts / 2nd / 42nd pick / 2007"
"9","LG","Ryan Lilja",26,"3",16,"",""
"10","C","Jeff Saturday*+",32,"8",16,"",""
"11","RG","Jake Scott",26,"3",16,"","Indianapolis Colts / 5th / 141st pick / 2004"
"12","RT","Ryan Diem",28,"6",10,"","Indianapolis Colts / 4th / 118th pick / 2001"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Dwight Freeney",27,"5",9,"","Indianapolis Colts / 1st / 11th pick / 2002"
"15","DE","Robert Mathis",26,"4",12,"","Indianapolis Colts / 5th / 138th pick / 2003"
"16","LDT","Raheem Brock",29,"5",11,"2.5 sacks, 0 interceptions, 2 fumbles recovered","Philadelphia Eagles / 7th / 238th pick / 2002"
"17","RDT","Edward Johnson",24,"Rook",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"18","MLB","Gary Brackett",27,"4",16,"0.5 sacks, 4 interceptions, 1 fumble recovered",""
"19","LB","Freddy Keiaho",25,"1",11,"","Indianapolis Colts / 3rd / 94th pick / 2006"
"20","LCB","Kelvin Hayden",24,"2",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Indianapolis Colts / 2nd / 60th pick / 2005"
"21","RCB","Marlin Jackson",24,"2",16,"0.5 sacks, 1 interception, 2 fumbles recovered","Indianapolis Colts / 1st / 29th pick / 2005"
"22","SS","Bob Sanders*+",26,"3",15,"3.5 sacks, 2 interceptions, 1 fumble recovered","Indianapolis Colts / 2nd / 44th pick / 2004"
"23","FS","Antoine Bethea*",23,"1",13,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Indianapolis Colts / 6th / 207th pick / 2006"
