"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Young*+",32,"8",16,"314 for 462, 4,023 yards, 29 td, 16 int, & 69 rushes for 407 yards and 2 td","Tampa Bay Buccaneers / 1st / 1st pick / 1984 Supp"
"3","RB","Ricky Watters*",24,"1",13,"208 rushes for 950 yards, 10 td, & 31 catches for 326 yards and 1 td","San Francisco 49ers / 2nd / 45th pick / 1991"
"4","FB","Marc Logan",28,"6",12,"58 rushes for 280 yards, 7 td, & 37 catches for 348 yards and 0 td","Cincinnati Bengals / 5th / 130th pick / 1987"
"5","WR","Jerry Rice*+",31,"8",16,"98 catches for 1,503 yards, 15 td, & 3 rushes for 69 yards and 1 td","San Francisco 49ers / 1st / 16th pick / 1985"
"6","WR","John Taylor",31,"6",16,"56 catches for 940 yards, 5 td, & 2 rushes for 17 yards and 0 td","San Francisco 49ers / 3rd / 76th pick / 1986"
"7","TE","Brent Jones*",30,"6",16,"68 catches for 735 yards, 3 td","Pittsburgh Steelers / 5th / 135th pick / 1986"
"8","LT","Steve Wallace",29,"7",15,"1 fumble recovered","San Francisco 49ers / 4th / 101st pick / 1986"
"9","LG","Guy McIntyre*",32,"9",16,"2 fumbles recovered","San Francisco 49ers / 3rd / 73rd pick / 1984"
"10","C","Jesse Sapolu*",32,"10",16,"","San Francisco 49ers / 11th / 289th pick / 1983"
"11","RG","Ralph Tamm",27,"3",16,"1 fumble recovered","New York Jets / 9th / 230th pick / 1988"
"12","RT","Harris Barton*+",29,"6",15,"","San Francisco 49ers / 1st / 22nd pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Dennis Brown",26,"3",16,"5.5 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 2nd / 47th pick / 1990"
"15","LDT","Dana Stubblefield",23,"Rook",14,"10.5 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 1st / 26th pick / 1993"
"16","RDT","Ted Washington",25,"2",12,"3.0 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 1st / 25th pick / 1991"
"17","RDE","Kevin Fagan",30,"6",7,"1.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 4th / 102nd pick / 1986"
"18","LLB","John Johnson",25,"2",12,"2.0 sacks, 1 interception, 1 fumble recovered","San Francisco 49ers / 2nd / 53rd pick / 1991"
"19","MLB","Mike Walter",33,"10",9,"","Dallas Cowboys / 2nd / 50th pick / 1983"
"20","RLB","Bill Romanowski",27,"5",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 3rd / 80th pick / 1988"
"21","LCB","Eric Davis",25,"3",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","San Francisco 49ers / 2nd / 53rd pick / 1990"
"22","RCB","Don Griffin",29,"7",12,"0.0 sacks, 3 interceptions, 0 fumbles recovered","San Francisco 49ers / 6th / 162nd pick / 1986"
"23","SS","Tim McDonald*",28,"6",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","St. Louis Cardinals / 2nd / 34th pick / 1987"
"24","FS","Merton Hanks",25,"2",14,"0.0 sacks, 3 interceptions, 1 fumble recovered","San Francisco 49ers / 5th / 122nd pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Mike Cofer",29,"6",0,"16 of 26 field goals & 59 of 61 extra points",""
"27","P","Klaus Wilmsmeyer",26,"1",0,"42 punts for a 40.9 average, 0 blocked","Tampa Bay Buccaneers / 12th / 311th pick / 1992"
"28","PR","Dexter Carter",26,"3",0,"34 punt returns for a 12.1 average and 1 td","San Francisco 49ers / 1st / 25th pick / 1990"
"29","KR","Dexter Carter",26,"3",0,"25 kick returns for a 19.8 average and 0 td","San Francisco 49ers / 1st / 25th pick / 1990"
