"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Mark Rypien*",29,3,16,"249 for 421, 3,564 yards, 28 td, 11 int, & 15 rushes for 6 yards and 1 td","Washington Redskins / 6th / 146th pick / 1986"
"3","RB","Earnest Byner*",29,7,16,"274 rushes for 1,048 yards, 5 td, & 34 catches for 308 yards and 0 td","Cleveland Browns / 10th / 280th pick / 1984"
"4","WR","Gary Clark*",29,6,16,"70 catches for 1,340 yards, 10 td, & 1 rush for 0 yards and 0 td","Washington Redskins / 2nd / 55th pick / 1984 Supp"
"5","WR","Art Monk",34,11,16,"71 catches for 1,049 yards, 8 td, & 9 rushes for 19 yards and 0 td","Washington Redskins / 1st / 18th pick / 1980"
"6","TE","Ron Middleton",26,5,12,"3 catches for 25 yards, 0 td",""
"7","TE","Don Warren",35,12,7,"5 catches for 51 yards, 0 td","Washington Redskins / 4th / 103rd pick / 1979"
"8","LT","Jim Lachey*+",28,6,15,"","San Diego Chargers / 1st / 12th pick / 1985"
"9","LG","Raleigh McKenzie",28,6,14,"","Washington Redskins / 11th / 290th pick / 1985"
"10","C","Jeff Bostic",33,11,16,"1 fumble recovered",""
"11","RG","Mark Schlereth*",25,2,16,"","Washington Redskins / 10th / 263rd pick / 1989"
"12","RT","Joe Jacoby",32,10,16,"",""
"13","","Defensive Starters",NA,NA,NA,"",""
"14","LDE","Charles Mann*",30,8,15,"11.5 sacks, 0 interceptions, 1 fumble recovered","Washington Redskins / 3rd / 84th pick / 1983"
"15","LDT","Eric Williams",29,7,15,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 3rd / 62nd pick / 1984"
"16","RDT","Tim Johnson",26,4,16,"3.5 sacks, 1 interception, 0 fumbles recovered","Pittsburgh Steelers / 6th / 141st pick / 1987"
"17","RDE","Fred Stokes",27,4,10,"6.5 sacks, 1 interception, 2 fumbles recovered","Los Angeles Rams / 12th / 332nd pick / 1987"
"18","LLB","Wilber Marshall",29,7,16,"5.5 sacks, 5 interceptions, 1 fumble recovered","Chicago Bears / 1st / 11th pick / 1984"
"19","MLB","Matt Millen",33,11,14,"","Oakland Raiders / 2nd / 43rd pick / 1980"
"20","RLB","Andre Collins",23,1,16,"3.0 sacks, 2 interceptions, 0 fumbles recovered","Washington Redskins / 2nd / 46th pick / 1990"
"21","LCB","Martin Mayhew",26,2,16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Buffalo Bills / 10th / 262nd pick / 1988"
"22","RCB","Darrell Green*+",31,8,16,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 28th pick / 1983"
"23","SS","Danny Copeland",25,2,14,"0.0 sacks, 1 interception, 3 fumbles recovered","Cleveland Browns / 9th / 244th pick / 1988"
"24","FS","Brad Edwards",25,3,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Minnesota Vikings / 2nd / 54th pick / 1988"
"25","","Special Teams Starters",NA,NA,NA,"",""
"26","K","Chip Lohmiller*",25,3,0,"31 of 43 field goals & 56 of 56 extra points","Washington Redskins / 2nd / 55th pick / 1988"
"27","P","Kelly Goodburn",29,4,0,"52 punts for a 39.8 average, 3 blocked",""
"28","PR","Brian Mitchell",23,1,0,"45 punt returns for a 13.3 average and 2 td","Washington Redskins / 5th / 130th pick / 1990"
"29","KR","Brian Mitchell",23,1,0,"29 kick returns for a 20.1 average and 0 td","Washington Redskins / 5th / 130th pick / 1990"
