"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Christian Ponder",25,2,9,"152 for 239, 1,648 yards, 7 td, 9 int, & 34 rushes for 151 yards and 4 td","Minnesota Vikings / 1st / 12th pick / 2011"
"3","RB","Adrian Peterson*",28,6,14,"279 rushes for 1,266 yards, 10 td, & 29 catches for 171 yards and 1 td","Minnesota Vikings / 1st / 7th pick / 2007"
"4","FB","Jerome Felton",27,5,9,"0 rushes for 0 yards, 0 td, & 6 catches for 37 yards and 0 td","Detroit Lions / 5th / 146th pick / 2008"
"5","WR","Greg Jennings",30,7,15,"68 catches for 804 yards, 4 td","Green Bay Packers / 2nd / 52nd pick / 2006"
"6","WR","Jerome Simpson",27,5,8,"48 catches for 726 yards, 1 td","Cincinnati Bengals / 2nd / 46th pick / 2008"
"7","TE","John Carlson",29,5,8,"32 catches for 344 yards, 1 td","Seattle Seahawks / 2nd / 38th pick / 2008"
"8","TE","Kyle Rudolph",24,2,8,"30 catches for 313 yards, 3 td","Minnesota Vikings / 2nd / 43rd pick / 2011"
"9","LT","Matt Kalil",24,1,16,"","Minnesota Vikings / 1st / 4th pick / 2012"
"10","LG","Charlie Johnson",29,7,15,"","Indianapolis Colts / 6th / 199th pick / 2006"
"11","C","John Sullivan",28,5,16,"","Minnesota Vikings / 6th / 187th pick / 2008"
"12","RG","Brandon Fusco",25,2,15,"","Minnesota Vikings / 6th / 172nd pick / 2011"
"13","RT","Phil Loadholt",27,4,15,"","Minnesota Vikings / 2nd / 54th pick / 2009"
"14","","Defensive Starters",NA,NA,NA,"",""
"15","DE","Jared Allen",31,9,16,"","Kansas City Chiefs / 4th / 126th pick / 2004"
"16","DE","Brian Robison",30,6,16,"","Minnesota Vikings / 4th / 102nd pick / 2007"
"17","DT","Kevin Williams",33,10,15,"","Minnesota Vikings / 1st / 9th pick / 2003"
"18","NT","Letroy Guion",26,5,13,"1.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 5th / 152nd pick / 2008"
"19","MLB","Erin Henderson",27,5,12,"4.0 sacks, 2 interceptions, 0 fumbles recovered",""
"20","LB","Chad Greenway",30,6,16,"","Minnesota Vikings / 1st / 17th pick / 2006"
"21","LB","Marvin Mitchell",29,6,10,"","New Orleans Saints / 7th / 220th pick / 2007"
"22","LCB","Josh Robinson",22,1,10,"","Minnesota Vikings / 3rd / 66th pick / 2012"
"23","RCB","Chris Cook",26,3,11,"","Minnesota Vikings / 2nd / 34th pick / 2010"
"24","SS","Jamarca Sanford",28,4,13,"0.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 7th / 231st pick / 2009"
"25","FS","Andrew Sendejo",26,3,10,"0.0 sacks, 1 interception, 0 fumbles recovered",""
