"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Russell Wilson",26,"2",16,"285 for 452, 3,475 yards, 20 td, 7 int, & 118 rushes for 849 yards and 6 td","Seattle Seahawks / 3rd / 75th pick / 2012"
"3","RB","Marshawn Lynch*",28,"7",14,"280 rushes for 1,306 yards, 13 td, & 37 catches for 367 yards and 4 td","Buffalo Bills / 1st / 12th pick / 2007"
"4","WR","Doug Baldwin",26,"3",16,"66 catches for 825 yards, 3 td, & 1 rush for 8 yards and 0 td",""
"5","WR","Jermaine Kearse",24,"2",14,"38 catches for 537 yards, 1 td, & 2 rushes for 15 yards and 0 td",""
"6","TE","Luke Willson",24,"1",10,"22 catches for 362 yards, 3 td","Seattle Seahawks / 5th / 158th pick / 2013"
"7","LT","Russell Okung",27,"4",14,"","Seattle Seahawks / 1st / 6th pick / 2010"
"8","LG","James Carpenter",25,"3",13,"","Seattle Seahawks / 1st / 25th pick / 2011"
"9","RG","J.R. Sweezy",25,"2",16,"","Seattle Seahawks / 7th / 225th pick / 2012"
"10","RT","Justin Britt",23,"Rook",16,"1 fumble recovered","Seattle Seahawks / 2nd / 64th pick / 2014"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Cliff Avril",28,"6",16,"","Detroit Lions / 3rd / 92nd pick / 2008"
"13","DE","Michael Bennett",29,"5",16,"",""
"14","LDT","Tony McDaniel",29,"8",14,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"15","MLB","Bobby Wagner*+",24,"2",11,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 2nd / 47th pick / 2012"
"16","LB","Bruce Irvin",27,"2",13,"","Seattle Seahawks / 1st / 15th pick / 2012"
"17","LB","K.J. Wright",25,"3",16,"","Seattle Seahawks / 4th / 99th pick / 2011"
"18","LCB","Richard Sherman*+",26,"3",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Seattle Seahawks / 5th / 154th pick / 2011"
"19","RCB","Byron Maxwell",26,"3",12,"0.0 sacks, 2 interceptions, 1 fumble recovered","Seattle Seahawks / 6th / 173rd pick / 2011"
"20","SS","Kam Chancellor*",26,"4",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 5th / 133rd pick / 2010"
"21","FS","Earl Thomas*+",25,"4",16,"0.0 sacks, 1 interception, 1 fumble recovered","Seattle Seahawks / 1st / 14th pick / 2010"
