"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Trent Green*",33,6,16,"330 for 523, 4,039 yards, 24 td, 12 int, & 26 rushes for 83 yards and 2 td","San Diego Chargers / 8th / 222nd pick / 1993"
"3","RB","Priest Holmes*+",30,6,16,"320 rushes for 1,420 yards, 27 td, & 74 catches for 690 yards and 0 td",""
"4","FB","Tony Richardson*",32,8,10,"24 rushes for 60 yards, 0 td, & 12 catches for 76 yards and 0 td",""
"5","WR","Eddie Kennison",30,7,16,"56 catches for 853 yards, 5 td, & 2 rushes for 9 yards and 0 td","St. Louis Rams / 1st / 18th pick / 1996"
"6","WR","Johnnie Morton",32,9,16,"50 catches for 740 yards, 4 td, & 8 rushes for 94 yards and 0 td","Detroit Lions / 1st / 21st pick / 1994"
"7","TE","Tony Gonzalez*+",27,6,16,"71 catches for 916 yards, 10 td","Kansas City Chiefs / 1st / 13th pick / 1997"
"8","LT","Willie Roaf*",33,10,16,"","New Orleans Saints / 1st / 8th pick / 1993"
"9","LG","Brian Waters",26,3,16,"",""
"10","C","Casey Wiegmann",30,6,16,"",""
"11","RG","Will Shields*+",32,10,16,"1 fumble recovered","Kansas City Chiefs / 3rd / 74th pick / 1993"
"12","RT","John Tait",28,4,16,"","Kansas City Chiefs / 1st / 14th pick / 1999"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Eric Hicks",27,5,16,"",""
"15","DE","Vonnie Holliday",28,5,16,"","Green Bay Packers / 1st / 19th pick / 1998"
"16","LDT","John Browning",30,7,16,"0.5 sacks, 0 interceptions, 1 fumble recovered","Kansas City Chiefs / 3rd / 68th pick / 1996"
"17","NT","Ryan Sims",23,1,16,"3.0 sacks, 1 interception, 1 fumble recovered","Kansas City Chiefs / 1st / 6th pick / 2002"
"18","LOLB","Scott Fujita",24,1,16,"4.0 sacks, 1 interception, 0 fumbles recovered","Kansas City Chiefs / 5th / 143rd pick / 2002"
"19","MLB","Mike Maslowski",29,4,10,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"20","ROLB","Shawn Barber",28,5,16,"5.0 sacks, 1 interception, 0 fumbles recovered","Washington Redskins / 4th / 113th pick / 1998"
"21","LCB","Eric Warfield",27,5,15,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Kansas City Chiefs / 7th / 216th pick / 1998"
"22","RCB","Dexter McCleon",30,6,16,"0.0 sacks, 6 interceptions, 2 fumbles recovered","St. Louis Rams / 2nd / 40th pick / 1997"
"23","SS","Greg Wesley",25,3,16,"2.0 sacks, 6 interceptions, 0 fumbles recovered","Kansas City Chiefs / 3rd / 85th pick / 2000"
"24","FS","Jerome Woods*",30,7,16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Kansas City Chiefs / 1st / 28th pick / 1996"
