"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","John Elway*",33,"10",16,"348 for 551, 4,030 yards, 25 td, 10 int, & 44 rushes for 153 yards and 0 td","Baltimore Colts / 1st / 1st pick / 1983"
"3","RB","Rod Bernstine",28,"6",14,"223 rushes for 816 yards, 4 td, & 44 catches for 372 yards and 0 td","San Diego Chargers / 1st / 24th pick / 1987"
"4","WR","Arthur Marshall",24,"1",9,"28 catches for 360 yards, 2 td",""
"5","WR","Derek Russell",24,"2",12,"44 catches for 719 yards, 3 td","Denver Broncos / 4th / 89th pick / 1991"
"6","TE","Reggie Johnson",25,"2",12,"20 catches for 243 yards, 1 td","Denver Broncos / 2nd / 30th pick / 1991"
"7","TE","Shannon Sharpe*+",25,"3",12,"81 catches for 995 yards, 9 td","Denver Broncos / 7th / 192nd pick / 1990"
"8","LT","Gary Zimmerman",32,"7",16,"1 fumble recovered","New York Giants / 1st / 3rd pick / 1984 Supp"
"9","LG","Dave Widell",28,"5",15,"","Dallas Cowboys / 4th / 94th pick / 1988"
"10","C","Keith Kartz",30,"6",10,"",""
"11","RG","Brian Habib",29,"4",16,"","Minnesota Vikings / 10th / 264th pick / 1988"
"12","RT","Russ Freeman",24,"1",14,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Dan Williams",24,"Rook",11,"1.0 sacks, 0 interceptions, 1 fumble recovered","Denver Broncos / 1st / 11th pick / 1993"
"15","NT","Greg Kragen",31,"8",14,"3.0 sacks, 0 interceptions, 1 fumble recovered",""
"16","RDE","Shane Dronett",22,"1",16,"7.0 sacks, 2 interceptions, 0 fumbles recovered","Denver Broncos / 2nd / 54th pick / 1992"
"17","LOLB","Mike Croel",24,"2",16,"5.0 sacks, 1 interception, 2 fumbles recovered","Denver Broncos / 1st / 4th pick / 1991"
"18","LILB","Karl Mecklenburg*",33,"10",16,"9.0 sacks, 0 interceptions, 2 fumbles recovered","Denver Broncos / 12th / 310th pick / 1983"
"19","RILB","David Wyman",29,"6",16,"2.0 sacks, 1 interception, 2 fumbles recovered","Seattle Seahawks / 2nd / 45th pick / 1987"
"20","ROLB","Simon Fletcher",31,"8",16,"13.5 sacks, 0 interceptions, 1 fumble recovered","Denver Broncos / 2nd / 54th pick / 1985"
"21","LCB","Tyrone Braxton",29,"6",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Denver Broncos / 12th / 334th pick / 1987"
"22","RCB","Charles Dimry",27,"5",11,"0.0 sacks, 1 interception, 0 fumbles recovered","Atlanta Falcons / 5th / 110th pick / 1988"
"23","SS","Dennis Smith*",34,"12",14,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 15th pick / 1981"
"24","FS","Steve Atwater*",27,"4",16,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 20th pick / 1989"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jason Elam",23,"Rook",0,"26 of 35 field goals & 41 of 42 extra points","Denver Broncos / 3rd / 70th pick / 1993"
"27","P","Tom Rouen",25,"Rook",0,"67 punts for a 45.0 average, 1 blocked",""
"28","PR","Glyn Milburn",22,"Rook",2,"40 punt returns for a 10.6 average and 0 td","Denver Broncos / 2nd / 43rd pick / 1993"
"29","KR","Derek Russell",24,"2",12,"18 kick returns for a 20.8 average and 0 td","Denver Broncos / 4th / 89th pick / 1991"
