"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Neil O'Donnell",31,"6",14,"259 for 460, 2,796 yards, 17 td, 7 int, & 32 rushes for 36 yards and 1 td","Pittsburgh Steelers / 3rd / 70th pick / 1990"
"3","RB","Adrian Murrell",27,"4",15,"300 rushes for 1,086 yards, 7 td, & 27 catches for 106 yards and 0 td","New York Jets / 5th / 120th pick / 1993"
"4","WR","Jeff Graham",28,"6",16,"42 catches for 542 yards, 2 td","Pittsburgh Steelers / 2nd / 46th pick / 1991"
"5","WR","Keyshawn Johnson",25,"1",16,"70 catches for 963 yards, 5 td","New York Jets / 1st / 1st pick / 1996"
"6","TE","Fred Baxter",26,"4",9,"27 catches for 276 yards, 3 td","New York Jets / 5th / 115th pick / 1993"
"7","TE","Kyle Brady",25,"2",14,"22 catches for 238 yards, 2 td","New York Jets / 1st / 9th pick / 1995"
"8","LT","Jumbo Elliott",32,"9",13,"","New York Giants / 2nd / 36th pick / 1988"
"9","LG","Lonnie Palelei",27,"4",14,"1 fumble recovered","Pittsburgh Steelers / 5th / 135th pick / 1993"
"10","C","Roger Duffy",30,"7",15,"1 fumble recovered","New York Jets / 8th / 196th pick / 1990"
"11","RG","Matt O'Dwyer",25,"2",16,"","New York Jets / 2nd / 33rd pick / 1995"
"12","RT","David Williams",31,"8",11,"","Houston Oilers / 1st / 23rd pick / 1989"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Rick Lyle",26,"3",16,"3.0 sacks, 0 interceptions, 1 fumble recovered",""
"15","NT","Ernie Logan",29,"6",14,"","Atlanta Falcons / 9th / 226th pick / 1991"
"16","RDE","Hugh Douglas",26,"2",15,"4.0 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 16th pick / 1995"
"17","LOLB","Mo Lewis",28,"6",16,"8.0 sacks, 1 interception, 1 fumble recovered","New York Jets / 3rd / 63rd pick / 1991"
"18","LILB","Dwayne Gordon",28,"4",8,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 8th / 218th pick / 1993"
"19","RILB","Marvin Jones",25,"4",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 1st / 4th pick / 1993"
"20","ROLB","James Farrior",22,"Rook",15,"1.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 8th pick / 1997"
"21","LCB","Aaron Glenn*",25,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered","New York Jets / 1st / 12th pick / 1994"
"22","RCB","Otis Smith",32,"6",16,"0.0 sacks, 6 interceptions, 2 fumbles recovered",""
"23","SS","Victor Green",28,"4",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered",""
"24","FS","Jerome Henderson",28,"6",14,"0.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 2nd / 41st pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Hall",23,"Rook",0,"28 of 41 field goals & 36 of 36 extra points",""
"27","P","Brian Hansen",37,"13",0,"71 punts for a 43.2 average, 1 blocked","New Orleans Saints / 9th / 237th pick / 1984"
"28","PR","Leon Johnson",23,"Rook",1,"51 punt returns for a 12.1 average and 1 td","New York Jets / 4th / 104th pick / 1997"
"29","KR","Aaron Glenn*",25,"3",16,"28 kick returns for a 26.5 average and 1 td","New York Jets / 1st / 12th pick / 1994"
