"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Aaron Rodgers",27,"5",15,"312 for 475, 3,922 yards, 28 td, 11 int, & 64 rushes for 356 yards and 4 td","Green Bay Packers / 1st / 24th pick / 2005"
"3","RB","Brandon Jackson",25,"3",13,"190 rushes for 703 yards, 3 td, & 43 catches for 342 yards and 1 td","Green Bay Packers / 2nd / 63rd pick / 2007"
"4","WR","Donald Driver",35,"11",15,"51 catches for 565 yards, 4 td","Green Bay Packers / 7th / 213th pick / 1999"
"5","WR","Greg Jennings*",27,"4",16,"76 catches for 1,265 yards, 12 td, & 1 rush for -1 yards and 0 td","Green Bay Packers / 2nd / 52nd pick / 2006"
"6","LT","Chad Clifton*",34,"10",16,"","Green Bay Packers / 2nd / 44th pick / 2000"
"7","LG","Daryn Colledge",28,"4",16,"","Green Bay Packers / 2nd / 47th pick / 2006"
"8","C","Scott Wells",29,"6",16,"","Green Bay Packers / 7th / 251st pick / 2004"
"9","RG","Josh Sitton",24,"2",16,"","Green Bay Packers / 4th / 135th pick / 2008"
"10","RT","Bryan Bulaga",21,"Rook",12,"","Green Bay Packers / 1st / 23rd pick / 2010"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Ryan Pickett",31,"9",12,"","St. Louis Rams / 1st / 29th pick / 2001"
"13","NT","B.J. Raji",24,"1",16,"6.5 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 1st / 9th pick / 2009"
"14","LOLB","Clay Matthews*+",24,"1",15,"13.5 sacks, 1 interception, 0 fumbles recovered","Green Bay Packers / 1st / 26th pick / 2009"
"15","MLB","Desmond Bishop",26,"3",12,"3.0 sacks, 1 interception, 0 fumbles recovered","Green Bay Packers / 6th / 192nd pick / 2007"
"16","ROLB","Frank Zombo",23,"Rook",8,"4.0 sacks, 0 interceptions, 0 fumbles recovered",""
"17","LB","A.J. Hawk",26,"4",15,"","Green Bay Packers / 1st / 5th pick / 2006"
"18","LCB","Charles Woodson*",34,"12",16,"2.0 sacks, 2 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 4th pick / 1998"
"19","RCB","Tramon Williams*",27,"3",16,"1.0 sacks, 6 interceptions, 3 fumbles recovered",""
"20","SS","Charlie Peprah",27,"4",11,"0.0 sacks, 2 interceptions, 0 fumbles recovered","New York Giants / 5th / 158th pick / 2006"
"21","FS","Nick Collins*",27,"5",16,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Green Bay Packers / 2nd / 51st pick / 2005"
