"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Derek Anderson*",24,"1",15,"298 for 527, 3,787 yards, 29 td, 19 int, & 32 rushes for 70 yards and 3 td","Baltimore Ravens / 6th / 213th pick / 2005"
"3","RB","Jamal Lewis",28,"7",15,"298 rushes for 1,304 yards, 9 td, & 30 catches for 248 yards and 2 td","Baltimore Ravens / 1st / 5th pick / 2000"
"4","FB","Lawrence Vickers",24,"1",14,"15 rushes for 43 yards, 0 td, & 13 catches for 91 yards and 2 td","Cleveland Browns / 6th / 180th pick / 2006"
"5","WR","Braylon Edwards*",24,"2",16,"80 catches for 1,289 yards, 16 td","Cleveland Browns / 1st / 3rd pick / 2005"
"6","WR","Joe Jurevicius",33,"9",12,"50 catches for 614 yards, 3 td","New York Giants / 2nd / 55th pick / 1998"
"7","TE","Kellen Winslow*",24,"3",14,"82 catches for 1,106 yards, 5 td","Cleveland Browns / 1st / 6th pick / 2004"
"8","LT","Joe Thomas*",23,"Rook",16,"1 fumble recovered","Cleveland Browns / 1st / 3rd pick / 2007"
"9","LG","Eric Steinbach",27,"4",16,"","Cincinnati Bengals / 2nd / 33rd pick / 2003"
"10","C","Hank Fraley",30,"6",16,"1 fumble recovered",""
"11","RG","Seth McKinney",28,"5",8,"","Miami Dolphins / 3rd / 90th pick / 2002"
"12","RG","Ryan Tucker",32,"10",8,"1 fumble recovered","St. Louis Rams / 4th / 112th pick / 1997"
"13","RT","Kevin Shaffer",27,"5",16,"","Atlanta Falcons / 7th / 244th pick / 2002"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Robaire Smith",30,"7",16,"","Tennessee Titans / 6th / 197th pick / 2000"
"16","DE","Shaun Smith",26,"3",11,"",""
"17","LOLB","Willie McGinest",36,"13",11,"3.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 1st / 4th pick / 1994"
"18","MLB","Leon Williams",24,"1",9,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 4th / 110th pick / 2006"
"19","ROLB","Kamerion Wimbley",24,"1",16,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 13th pick / 2006"
"20","LB","D'Qwell Jackson",24,"1",13,"","Cleveland Browns / 2nd / 34th pick / 2006"
"21","LCB","Eric Wright",22,"Rook",13,"1.0 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 2nd / 53rd pick / 2007"
"22","RCB","Leigh Bodden",26,"4",16,"0.0 sacks, 6 interceptions, 3 fumbles recovered",""
"23","SS","Sean Jones",25,"2",16,"0.5 sacks, 5 interceptions, 0 fumbles recovered","Cleveland Browns / 2nd / 59th pick / 2004"
"24","FS","Brodney Pool",23,"2",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Cleveland Browns / 2nd / 34th pick / 2005"
