"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Ferguson",32,"9",9,"144 for 264, 1,597 yards, 7 td, 16 int, & 16 rushes for 46 yards and 1 td","Buffalo Bills / 3rd / 57th pick / 1973"
"3","RB","Joe Cribbs",24,"2",6,"134 rushes for 633 yards, 3 td, & 13 catches for 99 yards and 0 td","Buffalo Bills / 2nd / 29th pick / 1980"
"4","FB","Roosevelt Leaks",29,"7",9,"97 rushes for 405 yards, 5 td, & 13 catches for 91 yards and 0 td","Baltimore Colts / 5th / 105th pick / 1975"
"5","WR","Jerry Butler",25,"3",7,"26 catches for 336 yards, 4 td","Buffalo Bills / 1st / 5th pick / 1979"
"6","WR","Frank Lewis",35,"11",8,"28 catches for 443 yards, 2 td","Pittsburgh Steelers / 1st / 8th pick / 1971"
"7","TE","Mark Brammer",24,"2",9,"25 catches for 225 yards, 2 td","Buffalo Bills / 3rd / 67th pick / 1980"
"8","LT","Ken Jones",30,"6",9,"","Buffalo Bills / 2nd / 45th pick / 1976"
"9","LG","Reggie McKenzie",32,"10",9,"","Buffalo Bills / 2nd / 27th pick / 1972"
"10","C","Will Grant",28,"4",9,"","Buffalo Bills / 10th / 255th pick / 1978"
"11","RG","Jon Borchardt",25,"3",9,"","Buffalo Bills / 3rd / 62nd pick / 1979"
"12","RT","Joe Devlin",28,"6",9,"1 fumble recovered","Buffalo Bills / 2nd / 52nd pick / 1976"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Ben Williams*",28,"6",9,"4.0 sacks, 1 interception, 1 fumble recovered","Buffalo Bills / 3rd / 78th pick / 1976"
"15","NT","Fred Smerlas*+",25,"3",9,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Buffalo Bills / 2nd / 32nd pick / 1979"
"16","RDE","Sherman White",34,"10",9,"4.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 1st / 2nd pick / 1972"
"17","LOLB","Ervin Parker",24,"2",9,"","Buffalo Bills / 4th / 93rd pick / 1980"
"18","LILB","Eugene Marve",22,"Rook",8,"0.0 sacks, 1 interception, 1 fumble recovered","Buffalo Bills / 3rd / 59th pick / 1982"
"19","RILB","Jim Haslett",27,"3",5,"0.0 sacks, 0 interceptions, 1 fumble recovered","Buffalo Bills / 2nd / 51st pick / 1979"
"20","ROLB","Isiah Robertson",33,"11",9,"0.0 sacks, 1 interception, 1 fumble recovered","Los Angeles Rams / 1st / 10th pick / 1971"
"21","LCB","Mario Clark",28,"6",9,"0.0 sacks, 0 interceptions, 1 fumble recovered","Buffalo Bills / 1st / 18th pick / 1976"
"22","RCB","Charles Romes",28,"5",9,"0.0 sacks, 1 interception, 0 fumbles recovered","Buffalo Bills / 12th / 309th pick / 1977"
"23","SS","Steve Freeman",29,"7",9,"1.0 sacks, 3 interceptions, 1 fumble recovered","New England Patriots / 5th / 117th pick / 1975"
"24","FS","Bill Simpson",31,"8",9,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 50th pick / 1974"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Efren Herrera",31,"8",0,"8 of 14 field goals & 11 of 12 extra points","Detroit Lions / 7th / 169th pick / 1974"
"27","P","Greg Cater",25,"2",0,"35 punts for a 37.9 average, 0 blocked","Buffalo Bills / 10th / 259th pick / 1980"
"28","PR","Mike Mosley",24,"Rook",0,"11 punt returns for a 5.5 average and 0 td","Buffalo Bills / 3rd / 76th pick / 1981"
"29","KR","Mike Mosley",24,"Rook",0,"18 kick returns for a 27.1 average and 0 td","Buffalo Bills / 3rd / 76th pick / 1981"
