"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Carson Palmer",32,"7",9,"199 for 328, 2,753 yards, 13 td, 16 int, & 16 rushes for 20 yards and 1 td","Cincinnati Bengals / 1st / 1st pick / 2003"
"3","RB","Michael Bush",27,"3",9,"256 rushes for 977 yards, 7 td, & 37 catches for 418 yards and 1 td","Oakland Raiders / 4th / 100th pick / 2007"
"4","WR","Darrius Heyward-Bey",24,"2",13,"64 catches for 975 yards, 4 td","Oakland Raiders / 1st / 7th pick / 2009"
"5","WR","Denarius Moore",23,"Rook",10,"33 catches for 618 yards, 5 td, & 5 rushes for 61 yards and 1 td","Oakland Raiders / 5th / 148th pick / 2011"
"6","TE","Kevin Boss",27,"4",11,"28 catches for 368 yards, 3 td","New York Giants / 5th / 153rd pick / 2007"
"7","LT","Jared Veldheer",24,"1",16,"","Oakland Raiders / 3rd / 69th pick / 2010"
"8","LG","Stefen Wisniewski",22,"Rook",16,"","Oakland Raiders / 2nd / 48th pick / 2011"
"9","C","Samson Satele",27,"4",15,"","Miami Dolphins / 2nd / 60th pick / 2007"
"10","RG","Cooper Carlisle",34,"11",16,"","Denver Broncos / 4th / 112th pick / 2000"
"11","RT","Khalif Barnes",29,"6",16,"","Jacksonville Jaguars / 2nd / 52nd pick / 2005"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Desmond Bryant",26,"2",10,"",""
"14","DT","Tommy Kelly",31,"7",16,"",""
"15","DT","Richard Seymour*",32,"10",15,"","New England Patriots / 1st / 6th pick / 2001"
"16","MLB","Rolando McClain",22,"1",14,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 8th pick / 2010"
"17","LB","Aaron Curry",25,"2",9,"","Seattle Seahawks / 1st / 4th pick / 2009"
"18","LB","Kamerion Wimbley",28,"5",16,"","Cleveland Browns / 1st / 13th pick / 2006"
"19","CB","Stanford Routt",28,"6",15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Oakland Raiders / 2nd / 38th pick / 2005"
"20","SS","Tyvon Branch",25,"3",16,"1.0 sacks, 1 interception, 1 fumble recovered","Oakland Raiders / 4th / 100th pick / 2008"
"21","FS","Michael Huff",28,"5",11,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Oakland Raiders / 1st / 7th pick / 2006"
