"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Vince Young",27,"4",8,"93 for 156, 1,255 yards, 10 td, 3 int, & 25 rushes for 125 yards and 0 td","Tennessee Titans / 1st / 3rd pick / 2006"
"3","RB","Chris Johnson*",25,"2",16,"316 rushes for 1,364 yards, 11 td, & 44 catches for 245 yards and 1 td","Tennessee Titans / 1st / 24th pick / 2008"
"4","WR","Nate Washington",27,"5",16,"42 catches for 687 yards, 6 td, & 1 rush for -8 yards and 0 td",""
"5","TE","Bo Scaife",29,"5",13,"36 catches for 318 yards, 4 td","Tennessee Titans / 6th / 179th pick / 2005"
"6","TE","Craig Stevens",26,"2",13,"11 catches for 122 yards, 2 td","Tennessee Titans / 3rd / 85th pick / 2008"
"7","LT","Michael Roos",28,"5",16,"","Tennessee Titans / 2nd / 41st pick / 2005"
"8","LG","Leroy Harris",26,"3",15,"","Tennessee Titans / 4th / 115th pick / 2007"
"9","C","Eugene Amano",28,"6",13,"","Tennessee Titans / 7th / 239th pick / 2004"
"10","RG","Jake Scott",29,"6",16,"","Indianapolis Colts / 5th / 141st pick / 2004"
"11","RT","David Stewart",28,"4",16,"","Tennessee Titans / 4th / 113th pick / 2005"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Jason Babin*",30,"6",16,"","Houston Texans / 1st / 27th pick / 2004"
"14","DE","Dave Ball",29,"6",11,"","San Diego Chargers / 5th / 133rd pick / 2004"
"15","DT","Tony Brown",30,"6",11,"",""
"16","DT","Jason Jones",24,"2",15,"","Tennessee Titans / 2nd / 54th pick / 2008"
"17","MLB","Stephen Tulloch",25,"4",16,"1.0 sacks, 1 interception, 1 fumble recovered","Tennessee Titans / 4th / 116th pick / 2006"
"18","LB","Will Witherspoon",30,"8",16,"","Carolina Panthers / 3rd / 73rd pick / 2002"
"19","CB","Cortland Finnegan",26,"4",16,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Tennessee Titans / 7th / 215th pick / 2006"
"20","CB","Alterraun Verner",22,"Rook",12,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Tennessee Titans / 4th / 104th pick / 2010"
"21","SS","Chris Hope",30,"8",16,"1.0 sacks, 1 interception, 1 fumble recovered","Pittsburgh Steelers / 3rd / 94th pick / 2002"
"22","FS","Michael Griffin*",25,"3",16,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Tennessee Titans / 1st / 19th pick / 2007"
