"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dan Fouts",27,"5",14,"224 for 381, 2,999 yards, 24 td, 20 int, & 20 rushes for 43 yards and 2 td","San Diego Chargers / 3rd / 64th pick / 1973"
"3","RB","Lydell Mitchell",29,"6",11,"214 rushes for 820 yards, 3 td, & 57 catches for 500 yards and 2 td","Baltimore Colts / 2nd / 48th pick / 1972"
"4","FB","Don Woods",27,"4",7,"151 rushes for 514 yards, 3 td, & 34 catches for 295 yards and 0 td","Green Bay Packers / 6th / 134th pick / 1974"
"5","WR","John Jefferson*",22,"Rook",14,"56 catches for 1,001 yards, 13 td, & 1 rush for 7 yards and 0 td","San Diego Chargers / 1st / 14th pick / 1978"
"6","WR","Charlie Joiner",31,"9",15,"33 catches for 607 yards, 1 td","Houston Oilers / 4th / 93rd pick / 1969"
"7","TE","Bob Klein",31,"9",16,"34 catches for 413 yards, 2 td","Los Angeles Rams / 1st / 21st pick / 1969"
"8","LT","Billy Shields",25,"3",16,"1 fumble recovered","San Diego Chargers / 6th / 136th pick / 1975"
"9","LG","Doug Wilkerson",31,"8",16,"","Houston Oilers / 1st / 14th pick / 1970"
"10","C","Don Macek",24,"2",9,"","San Diego Chargers / 2nd / 31st pick / 1976"
"11","RG","Ed White",31,"9",15,"","Minnesota Vikings / 2nd / 39th pick / 1969"
"12","RT","Russ Washington*",32,"10",16,"","San Diego Chargers / 1st / 4th pick / 1968"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Leroy Jones",28,"2",15,"0 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 48th pick / 1975"
"15","LDT","Louie Kelcher*+",25,"3",15,"1 interception, 1 fumble recovered","San Diego Chargers / 2nd / 30th pick / 1975"
"16","RDT","Gary Johnson",26,"3",14,"1 interception, 0 fumbles recovered","San Diego Chargers / 1st / 8th pick / 1975"
"17","RDE","Fred Dean",26,"3",14,"0 interceptions, 1 fumble recovered","San Diego Chargers / 2nd / 33rd pick / 1975"
"18","LLB","Don Goode",27,"4",14,"1 interception, 0 fumbles recovered","San Diego Chargers / 1st / 15th pick / 1974"
"19","MLB","Bob Horn",24,"2",16,"1 interception, 2 fumbles recovered","San Diego Chargers / 4th / 94th pick / 1976"
"20","RLB","Woodrow Lowe",24,"2",16,"1 interception, 1 fumble recovered","San Diego Chargers / 5th / 131st pick / 1976"
"21","LCB","Hal Stringert",26,"3",10,"2 interceptions, 2 fumbles recovered",""
"22","RCB","Mike Williams",25,"3",15,"3 interceptions, 2 fumbles recovered","San Diego Chargers / 1st / 22nd pick / 1975"
"23","SS","Mike Fuller",25,"3",16,"4 interceptions, 1 fumble recovered","San Diego Chargers / 3rd / 73rd pick / 1975"
"24","FS","Pete Shaw",24,"1",14,"2 interceptions, 1 fumble recovered","San Diego Chargers / 6th / 152nd pick / 1977"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Rolf Benirschke",23,"1",0,"18 of 22 field goals & 37 of 43 extra points","Oakland Raiders / 12th / 334th pick / 1977"
"27","P","Jeff West",25,"3",0,"73 punts for a 37.3 average, 2 blocked","Cincinnati Bengals / 5th / 122nd pick / 1975"
"28","PR","Mike Fuller",25,"3",16,"39 punt returns for a 11.2 average and 0 td","San Diego Chargers / 3rd / 73rd pick / 1975"
"29","KR","Artie Owens",25,"2",2,"20 kick returns for a 26.2 average and 0 td","San Diego Chargers / 4th / 115th pick / 1976"
