"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve DeBerg",35,"11",10,"196 for 324, 2,529 yards, 11 td, 16 int, & 14 rushes for -8 yards and 0 td","Dallas Cowboys / 10th / 275th pick / 1977"
"3","RB","Herman Heard",28,"5",10,"63 rushes for 216 yards, 0 td, & 25 catches for 246 yards and 1 td","Kansas City Chiefs / 3rd / 61st pick / 1984"
"4","FB","Christian Okoye*+",28,"2",14,"370 rushes for 1,480 yards, 12 td, & 2 catches for 12 yards and 0 td","Kansas City Chiefs / 2nd / 35th pick / 1987"
"5","WR","Pete Mandley",28,"5",12,"35 catches for 476 yards, 1 td, & 2 rushes for 1 yards and 0 td","Detroit Lions / 2nd / 47th pick / 1984"
"6","WR","Stephone Paige",28,"6",12,"44 catches for 759 yards, 2 td",""
"7","TE","Jonathan Hayes",27,"4",16,"18 catches for 229 yards, 2 td","Kansas City Chiefs / 2nd / 41st pick / 1985"
"8","LT","John Alt",27,"5",16,"","Kansas City Chiefs / 1st / 21st pick / 1984"
"9","LG","Mark Adickes",28,"3",11,"1 fumble recovered","Kansas City Chiefs / 1st / 5th pick / 1984 Supp"
"10","C","Mike Webster",37,"15",16,"","Pittsburgh Steelers / 5th / 125th pick / 1974"
"11","RG","Dave Lutz",30,"6",16,"1 fumble recovered","Kansas City Chiefs / 2nd / 34th pick / 1983"
"12","RT","Irv Eatman",28,"3",13,"1 fumble recovered","Kansas City Chiefs / 8th / 204th pick / 1983"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Neil Smith",23,"1",15,"6.5 sacks, 0 interceptions, 2 fumbles recovered","Kansas City Chiefs / 1st / 2nd pick / 1988"
"15","NT","Bill Maas",27,"5",10,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Kansas City Chiefs / 1st / 5th pick / 1984"
"16","RDE","Leonard Griffin",27,"3",11,"6.5 sacks, 0 interceptions, 0 fumbles recovered","Kansas City Chiefs / 3rd / 63rd pick / 1986"
"17","LOLB","Chris Martin",29,"6",16,"4.0 sacks, 0 interceptions, 3 fumbles recovered",""
"18","LILB","Walker Lee Ashley",29,"6",15,"0.0 sacks, 1 interception, 0 fumbles recovered","Minnesota Vikings / 3rd / 73rd pick / 1983"
"19","RILB","Dino Hackett",25,"3",13,"0.0 sacks, 0 interceptions, 1 fumble recovered","Kansas City Chiefs / 2nd / 35th pick / 1986"
"20","ROLB","Derrick Thomas*",22,"Rook",16,"10.0 sacks, 0 interceptions, 1 fumble recovered","Kansas City Chiefs / 1st / 4th pick / 1989"
"21","LCB","Albert Lewis*+",29,"6",16,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Kansas City Chiefs / 3rd / 61st pick / 1983"
"22","RCB","Kevin Ross*",27,"5",13,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Kansas City Chiefs / 7th / 173rd pick / 1984"
"23","SS","Kevin Porter",23,"1",16,"","Kansas City Chiefs / 3rd / 59th pick / 1988"
"24","FS","Deron Cherry",30,"8",15,"1.0 sacks, 2 interceptions, 2 fumbles recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Nick Lowery",33,"11",0,"24 of 33 field goals & 34 of 35 extra points",""
"27","P","Kelly Goodburn",27,"2",0,"67 punts for a 40.1 average, 0 blocked",""
"28","PR","Pete Mandley",28,"5",12,"19 punt returns for a 7.9 average and 0 td","Detroit Lions / 2nd / 47th pick / 1984"
"29","KR","Danny Copeland",23,"Rook",0,"26 kick returns for a 17.9 average and 0 td","Cleveland Browns / 9th / 244th pick / 1988"
