"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Tom Brady",29,6,16,"319 for 516, 3,529 yards, 24 td, 12 int, & 49 rushes for 102 yards and 0 td","New England Patriots / 6th / 199th pick / 2000"
"3","RB","Corey Dillon",32,9,13,"199 rushes for 812 yards, 13 td, & 15 catches for 147 yards and 0 td","Cincinnati Bengals / 2nd / 43rd pick / 1997"
"4","WR","Troy Brown",35,13,9,"43 catches for 384 yards, 4 td, & 2 rushes for 18 yards and 0 td","New England Patriots / 8th / 198th pick / 1993"
"5","WR","Reche Caldwell",27,4,14,"61 catches for 760 yards, 4 td, & 1 rush for 5 yards and 0 td","San Diego Chargers / 2nd / 48th pick / 2002"
"6","TE","Daniel Graham",28,4,11,"21 catches for 235 yards, 2 td","New England Patriots / 1st / 21st pick / 2002"
"7","TE","Ben Watson",26,2,13,"49 catches for 643 yards, 3 td","New England Patriots / 1st / 32nd pick / 2004"
"8","LT","Matt Light*",28,5,16,"1 fumble recovered","New England Patriots / 2nd / 48th pick / 2001"
"9","LG","Logan Mankins",24,1,16,"","New England Patriots / 1st / 32nd pick / 2005"
"10","C","Dan Koppen",27,3,16,"3 fumbles recovered","New England Patriots / 5th / 164th pick / 2003"
"11","RG","Steve Neal",30,4,13,"",""
"12","RT","Nick Kaczur",27,1,9,"","New England Patriots / 3rd / 100th pick / 2005"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Richard Seymour*",27,5,15,"","New England Patriots / 1st / 6th pick / 2001"
"15","DE","Ty Warren",25,3,15,"","New England Patriots / 1st / 13th pick / 2003"
"16","NT","Vince Wilfork",25,2,13,"1.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 1st / 21st pick / 2004"
"17","LB","Tedy Bruschi",33,10,14,"","New England Patriots / 3rd / 86th pick / 1996"
"18","LB","Rosevelt Colvin",29,7,15,"","Chicago Bears / 4th / 111th pick / 1999"
"19","LB","Junior Seau",37,16,10,"","San Diego Chargers / 1st / 5th pick / 1990"
"20","LB","Mike Vrabel",31,9,16,"","Pittsburgh Steelers / 3rd / 91st pick / 1997"
"21","LCB","Asante Samuel",25,3,15,"0.0 sacks, 10 interceptions, 0 fumbles recovered","New England Patriots / 4th / 120th pick / 2003"
"22","SS","Rodney Harrison",34,12,10,"1.0 sacks, 1 interception, 1 fumble recovered","San Diego Chargers / 5th / 145th pick / 1994"
"23","FS","Artrell Hawkins",30,8,12,"0.0 sacks, 1 interception, 1 fumble recovered","Cincinnati Bengals / 2nd / 43rd pick / 1998"
