"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Drew Brees",24,"2",11,"205 for 356, 2,108 yards, 11 td, 15 int, & 21 rushes for 84 yards and 0 td","San Diego Chargers / 2nd / 32nd pick / 2001"
"3","RB","LaDainian Tomlinson",24,"2",16,"313 rushes for 1,645 yards, 13 td, & 100 catches for 725 yards and 4 td","San Diego Chargers / 1st / 5th pick / 2001"
"4","FB","Lorenzo Neal",33,"10",15,"18 rushes for 40 yards, 1 td, & 16 catches for 62 yards and 0 td","New Orleans Saints / 4th / 89th pick / 1993"
"5","WR","David Boston",25,"4",14,"70 catches for 880 yards, 7 td, & 3 rushes for 18 yards and 0 td","Arizona Cardinals / 1st / 8th pick / 1999"
"6","TE","Antonio Gates",23,"Rook",11,"24 catches for 389 yards, 2 td",""
"7","TE","Justin Peelle",24,"1",9,"16 catches for 133 yards, 1 td","San Diego Chargers / 4th / 103rd pick / 2002"
"8","LT","Damion McIntosh",26,"3",13,"1 fumble recovered","San Diego Chargers / 3rd / 83rd pick / 2000"
"9","LG","Kelvin Garmon",27,"2",16,"","Dallas Cowboys / 7th / 243rd pick / 1999"
"10","C","Jason Ball",24,"1",8,"",""
"11","C","Cory Raymer",30,"8",8,"","Washington Redskins / 2nd / 37th pick / 1995"
"12","RG","Phil Bogle",24,"Rook",13,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Adrian Dingle",26,"3",16,"","San Diego Chargers / 5th / 139th pick / 1999"
"15","DE","Marcellus Wiley",29,"6",16,"","Buffalo Bills / 2nd / 52nd pick / 1997"
"16","LDT","Jamal Williams",27,"5",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","San Diego Chargers / 2nd / 2nd pick / 1998 Supp"
"17","RDT","Jason Fisk",31,"8",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 7th / 243rd pick / 1995"
"18","MLB","Zeke Moreno",25,"2",12,"2.0 sacks, 0 interceptions, 2 fumbles recovered","San Diego Chargers / 5th / 139th pick / 2001"
"19","LB","Donnie Edwards",30,"7",16,"","Kansas City Chiefs / 4th / 98th pick / 1996"
"20","LB","Ben Leber",25,"1",16,"","San Diego Chargers / 3rd / 71st pick / 2002"
"21","LCB","Quentin Jammer",24,"1",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","San Diego Chargers / 1st / 5th pick / 2002"
"22","RCB","Sammy Davis",23,"Rook",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","San Diego Chargers / 1st / 30th pick / 2003"
"23","SS","Kwamie Lassiter",34,"8",10,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"24","FS","Jerry Wilson",30,"7",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Tampa Bay Buccaneers / 4th / 105th pick / 1995"
