"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Michael Vick*",25,"4",15,"214 for 387, 2,412 yards, 15 td, 13 int, & 102 rushes for 597 yards and 6 td","Atlanta Falcons / 1st / 1st pick / 2001"
"3","RB","Warrick Dunn*",30,"8",16,"280 rushes for 1,416 yards, 3 td, & 29 catches for 220 yards and 1 td","Tampa Bay Buccaneers / 1st / 12th pick / 1997"
"4","FB","Justin Griffith",25,"2",15,"15 rushes for 65 yards, 0 td, & 21 catches for 111 yards and 3 td","Atlanta Falcons / 4th / 121st pick / 2003"
"5","WR","Michael Jenkins",23,"1",12,"36 catches for 508 yards, 3 td","Atlanta Falcons / 1st / 29th pick / 2004"
"6","WR","Roddy White",24,"Rook",8,"29 catches for 446 yards, 3 td, & 4 rushes for 12 yards and 0 td","Atlanta Falcons / 1st / 27th pick / 2005"
"7","TE","Alge Crumpler*",28,"4",16,"65 catches for 877 yards, 5 td","Atlanta Falcons / 2nd / 35th pick / 2001"
"8","LT","Kevin Shaffer",25,"3",16,"","Atlanta Falcons / 7th / 244th pick / 2002"
"9","LG","Matt Lehr",26,"4",15,"","Dallas Cowboys / 5th / 137th pick / 2001"
"10","C","Todd McClure",28,"5",16,"1 fumble recovered","Atlanta Falcons / 7th / 237th pick / 1999"
"11","RG","Kynan Forney",27,"4",16,"","Atlanta Falcons / 7th / 219th pick / 2001"
"12","RT","Todd Weiner",30,"7",15,"","Seattle Seahawks / 2nd / 47th pick / 1998"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Patrick Kerney",29,"6",16,"","Atlanta Falcons / 1st / 30th pick / 1999"
"15","LDT","Roderick Coleman*",29,"6",16,"10.5 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 5th / 153rd pick / 1999"
"16","RDT","Chad Lavalais",26,"1",14,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 5th / 142nd pick / 2004"
"17","MLB","Keith Brooking*",30,"7",16,"3.5 sacks, 4 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 12th pick / 1998"
"18","LB","Michael Boley",23,"Rook",11,"","Atlanta Falcons / 5th / 160th pick / 2005"
"19","LB","Demorrio Williams",25,"1",16,"","Atlanta Falcons / 4th / 101st pick / 2004"
"20","LCB","DeAngelo Hall*",22,"1",15,"0.0 sacks, 6 interceptions, 3 fumbles recovered","Atlanta Falcons / 1st / 8th pick / 2004"
"21","RCB","Jason Webster",28,"5",13,"0.0 sacks, 1 interception, 0 fumbles recovered","San Francisco 49ers / 2nd / 48th pick / 2000"
"22","SS","Keion Carpenter",28,"6",15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",""
"23","FS","Bryan Scott",24,"2",13,"1.0 sacks, 1 interception, 1 fumble recovered","Atlanta Falcons / 2nd / 55th pick / 2003"
