"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Aaron Rodgers",30,"8",9,"193 for 290, 2,536 yards, 17 td, 6 int, & 30 rushes for 120 yards and 0 td","Green Bay Packers / 1st / 24th pick / 2005"
"3","RB","Eddie Lacy*",23,"Rook",15,"284 rushes for 1,178 yards, 11 td, & 35 catches for 257 yards and 0 td","Green Bay Packers / 2nd / 61st pick / 2013"
"4","WR","Jarrett Boykin",24,"1",8,"49 catches for 681 yards, 3 td",""
"5","WR","James Jones",29,"6",14,"59 catches for 817 yards, 3 td","Green Bay Packers / 3rd / 78th pick / 2007"
"6","WR","Jordy Nelson",28,"5",16,"85 catches for 1,314 yards, 8 td","Green Bay Packers / 2nd / 36th pick / 2008"
"7","TE","Andrew Quarless",25,"3",10,"32 catches for 312 yards, 2 td","Green Bay Packers / 5th / 154th pick / 2010"
"8","LT","David Bakhtiari",22,"Rook",16,"","Green Bay Packers / 4th / 109th pick / 2013"
"9","LG","Josh Sitton",27,"5",16,"","Green Bay Packers / 4th / 135th pick / 2008"
"10","C","Evan Dietrich-Smith",27,"4",16,"",""
"11","RG","T.J. Lang",26,"4",16,"1 fumble recovered","Green Bay Packers / 4th / 109th pick / 2009"
"12","RT","Don Barclay",24,"1",14,"1 fumble recovered",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Johnny Jolly",30,"7",8,"","Green Bay Packers / 6th / 183rd pick / 2006"
"15","DE","B.J. Raji",27,"4",16,"","Green Bay Packers / 1st / 9th pick / 2009"
"16","NT","Ryan Pickett",34,"12",16,"","St. Louis Rams / 1st / 29th pick / 2001"
"17","LOLB","Mike Neal",26,"3",10,"5.0 sacks, 1 interception, 0 fumbles recovered","Green Bay Packers / 2nd / 56th pick / 2010"
"18","MLB","Brad Jones",27,"4",12,"3.0 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 7th / 218th pick / 2009"
"19","ROLB","Clay Matthews",27,"4",11,"7.5 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 1st / 26th pick / 2009"
"20","LB","A.J. Hawk",29,"7",16,"","Green Bay Packers / 1st / 5th pick / 2006"
"21","LCB","Tramon Williams",30,"6",16,"2.5 sacks, 3 interceptions, 2 fumbles recovered",""
"22","RCB","Sam Shields",26,"3",14,"0.0 sacks, 4 interceptions, 0 fumbles recovered",""
"23","SS","Morgan Burnett",24,"3",13,"0.0 sacks, 0 interceptions, 3 fumbles recovered","Green Bay Packers / 3rd / 71st pick / 2010"
"24","FS","M.D. Jennings",25,"2",16,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
